time,UBC_EWS.firstValue,UBC_EWS.lastValue,UBC_EWS.numReadings,equipRef,groupRef,navName,typeRef,unit,isGas,ALEX-NRCanLabelGuess,Alex-Comments
2019-10-31T00:00:00.000Z,248.949371,261.331146,1232,Elec Submeters LEED-LV-DCA,Pharmacy Utilities,Current C,LV-DCA_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,183.554092,219.232986,1232,Elec Submeters LEED-LV-DCB,Pharmacy Utilities,Current A,LV-DCB_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,1232,Elec Submeters LEED-LV-DCB,Pharmacy Utilities,Current B,LV-DCB_CurrentB_TL,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,1232,Elec Submeters LEED-LV-DCB,Pharmacy Utilities,Current C,LV-DCB_CurrentC_TL,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,506.378815,446.811462,1232,Elec Submeters LEED-LV-PA,Pharmacy Utilities,Current A,LV-PA_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,520.567078,461.639862,1232,Elec Submeters LEED-LV-PA,Pharmacy Utilities,Current B,LV-PA_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,534.206848,475.809937,1232,Elec Submeters LEED-LV-PA,Pharmacy Utilities,Current C,LV-PA_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,540.063171,624.504395,1232,Elec Submeters LEED-LV-PB,Pharmacy Utilities,Current A,LV-PB_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,571.15863,674.779175,1232,Elec Submeters LEED-LV-PB,Pharmacy Utilities,Current B,LV-PB_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,508.985352,592.495239,1232,Elec Submeters LEED-LV-PB,Pharmacy Utilities,Current C,LV-PB_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,133.616516,132.725357,1233,Elec Submeters LEED-S2,Pharmacy Utilities,Current A,S2_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,133.654877,135.324783,1231,Elec Submeters LEED-S2,Pharmacy Utilities,Current B,S2_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,138.744461,138.14328,1231,Elec Submeters LEED-S2,Pharmacy Utilities,Current C,S2_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,16.384304,18.20035,1233,Elec Submeters LEED-TBIRD_PARK_E1,Pharmacy Utilities,Current A,TBIRD_PARK_E1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,18.493525,15.077015,1233,Elec Submeters LEED-TBIRD_PARK_E1,Pharmacy Utilities,Current B,TBIRD_PARK_E1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,11.728395,7.244226,1232,Elec Submeters LEED-TBIRD_PARK_E1,Pharmacy Utilities,Current C,TBIRD_PARK_E1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,59.335121,59.470764,1232,Elec Submeters LEED-TBIRD_PARK_LV-PB,Pharmacy Utilities,Current A,TBIRD_PARK_LV-PB_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,38.041859,50.799873,1231,Elec Submeters LEED-TBIRD_PARK_LV-PB,Pharmacy Utilities,Current B,TBIRD_PARK_LV-PB_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,38.065792,44.545193,1232,Elec Submeters LEED-TBIRD_PARK_LV-PB,Pharmacy Utilities,Current C,TBIRD_PARK_LV-PB_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,1233,Elec Submeters LEED-TBIRD_PARK_S2,Pharmacy Utilities,Current A,TBIRD_PARK_S2_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,1233,Elec Submeters LEED-TBIRD_PARK_S2,Pharmacy Utilities,Current B,TBIRD_PARK_S2_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,1233,Elec Submeters LEED-TBIRD_PARK_S2,Pharmacy Utilities,Current C,TBIRD_PARK_S2_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,4.128621,4.298358,1232,Elec Submeters LEED-TX-E1C1,Pharmacy Utilities,Current A,TX-E1C1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,5.872385,5.841578,1233,Elec Submeters LEED-TX-E1C1,Pharmacy Utilities,Current B,TX-E1C1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0.00925,-0.012044,1233,Elec Submeters LEED-TX-E1C1,Pharmacy Utilities,Current C,TX-E1C1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,5950.000488,8840.000977,34378,Water Submeters WM-1,Pharmacy Utilities,WM1_CT_DAY,WM1_CT_DAY,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,20.000002,10.000001,2464,Water Submeters WM-1,Pharmacy Utilities,Water Flow,WM1_CT_FLOW,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,36759,Water Submeters WM-10,Pharmacy Utilities,Water Flow,WM10_IRRI_FLOW,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,2464,Water Submeters WM-11,Pharmacy Utilities,WM11_PERCHLO_DAY,WM11_PERCHLO_DAY,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,2464,Water Submeters WM-11,Pharmacy Utilities,Water Flow,WM11_PERCHLO_FLOW,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,2464,Water Submeters WM-12,Pharmacy Utilities,WM12_SB4_5_ACCUM_DAY,WM12_SB4_5_ACCUM_DAY,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,2464,Water Submeters WM-12,Pharmacy Utilities,WM12_SB4_5_DAY,WM12_SB4_5_DAY,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,2464,Water Submeters WM-12,Pharmacy Utilities,Water Flow,WM12_SB4_5_FLOW,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,2660.000244,2650.000244,2464,Water Submeters WM-2,Pharmacy Utilities,WM2_HX2_DAY,WM2_HX2_DAY,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,1232,Water Submeters WM-2,Pharmacy Utilities,WM2_HX2_SPT,WM2_HX2_SPT,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,1232,Water Submeters WM-2,Pharmacy Utilities,WM2_HX2_SPT_LAST,WM2_HX2_SPT_LAST,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,2464,Water Submeters WM-2,Pharmacy Utilities,Water Flow,WM2_HX2_FLOW,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,2464,Water Submeters WM-3,Pharmacy Utilities,WM3_HX1_DAY,WM3_HX1_DAY,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,2464,Water Submeters WM-3,Pharmacy Utilities,Water Flow,WM3_HX1_FLOW,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,10.000001,0,2464,Water Submeters WM-5,Pharmacy Utilities,WM5_HTG_EXP_DAY,WM5_HTG_EXP_DAY,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,2464,Water Submeters WM-5,Pharmacy Utilities,Water Flow,WM5_HTG_EXP_FLOW,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,20530,5870.000488,35608,Water Submeters WM-7,Pharmacy Utilities,WM7_SB1_2_DAY,WM7_SB1_2_DAY,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,30,10.000001,36746,Water Submeters WM-7,Pharmacy Utilities,Water Flow,WM7_SB1_2_FLOW,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,2464,Water Submeters WM-8,Pharmacy Utilities,WM8_SB3_6_ACCUM_DAY,WM8_SB3_6_ACCUM_DAY,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,2464,Water Submeters WM-8,Pharmacy Utilities,WM8_SB3_6_DAY,WM8_SB3_6_DAY,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,2464,Water Submeters WM-8,Pharmacy Utilities,Water Flow,WM8_SB3_6_FLOW,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,2461,Water Submeters WM-9,Pharmacy Utilities,WM9_BLDG_DAY,WM9_BLDG_DAY,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,1232,Water Submeters WM-9,Pharmacy Utilities,WM9_BLDG_SPT,WM9_BLDG_SPT,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,1232,Water Submeters WM-9,Pharmacy Utilities,WM9_BLDG_SPT_LAST,WM9_BLDG_SPT_LAST,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,2461,Water Submeters WM-9,Pharmacy Utilities,Water Flow,WM9_BLDG_FLOW,L,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,30.224243,30.224243,2464,HW Submeters FM-1,Pharmacy Utilities,Water Flow,FM1_BTU_EF1_2_FLOW(L/S),L/s,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,132.992599,128.588867,2463,HW Submeters FM-10,Pharmacy Utilities,Water Flow,FM10_BTU_P4ABC_FLOW(L/S),L/s,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,22.811867,23.297226,2463,HW Submeters FM-11,Pharmacy Utilities,Water Flow,FM11_BTU_P8AB_FLOW(L/S),L/s,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,3.894464,4.975009,2464,HW Submeters FM-12,Pharmacy Utilities,Water Flow,FM12_BTU_HX7_FLOW(L/S),L/s,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,2464,HW Submeters FM-2,Pharmacy Utilities,Water Flow,FM2_BTU_EF3_FLOW(L/S),L/s,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,2464,HW Submeters FM-3,Pharmacy Utilities,Water Flow,MV_PHARM_FM3_BTU_EF4_FLOW(L/S)_TL,L/s,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,110.962311,112.525154,2464,HW Submeters FM-4,Pharmacy Utilities,Water Flow,MV_PHARM_FM4_BTU_CT_FLOW(L/S)_TL,L/s,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,6.326756,10.875179,2464,HW Submeters FM-6,Pharmacy Utilities,Water Flow,MV_PHARM_FM6_BTU_P9_CRAH1~3_FLOW(L/S)_TL,L/s,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,45.80962,43.420776,2464,HW Submeters FM-7,Pharmacy Utilities,Water Flow,MV_PHARM_FM7_BTU_P7_DATA_CTR_FLOW(L/S)_TL,L/s,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,23.832878,14.222846,2464,HW Submeters FM-8,Pharmacy Utilities,Water Flow,MV_PHARM_FM8_BTU_P5AB_FLOW(L/S)_TL,L/s,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,4.028357,4.09606,2464,HW Submeters FM-9,Pharmacy Utilities,Water Flow,FM9_BTU_CRAH4~6_FLOW(L/S)_TL,L/s,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,2464,Water Submeters WM-4,Pharmacy Utilities,Water Flow,MV_PHARM_WM4_HX3_FLOW_TL,L/s,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,2464,Water Submeters WM-6,Pharmacy Utilities,Water Flow,MV_PHARM_WM6_MAIN_CHW_FLOW_TL,L/s,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,TRUE,FALSE,52,Elec Submeters LEED-2NBLW1,Pharmacy Utilities,2NBLW1_3_EXT3,2NBLW1_3_EXT3,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N3LW1,Pharmacy Utilities,LTG_6N3LC1_1_3A1,LTG_6N3LC1_1_3A1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N3LW1,Pharmacy Utilities,LTG_6N3LC1_9_3A2,LTG_6N3LC1_9_3A2,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N3LW1,Pharmacy Utilities,LTG_6N3LW1_1_3B1,LTG_6N3LW1_1_3B1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N3LW1,Pharmacy Utilities,LTG_6N3LW1_3_3C1,LTG_6N3LW1_3_3C1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N3LW1,Pharmacy Utilities,LTG_6N3LW1_3_3D1,LTG_6N3LW1_3_3D1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N3LW1,Pharmacy Utilities,LTG_6N3LW1_5_3H1,LTG_6N3LW1_5_3H1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N4LW1,Pharmacy Utilities,6N4LW1_1_4B1,6N4LW1_1_4B1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N4LW1,Pharmacy Utilities,6N4LW1_1_4C1,6N4LW1_1_4C1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N4LW1,Pharmacy Utilities,6N4LW1_3_4D1,6N4LW1_3_4D1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N4LW1,Pharmacy Utilities,6N4LW1_5_4M1,6N4LW1_5_4M1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N5LW1,Pharmacy Utilities,LTG_6N5LC1_1_5E1,LTG_6N5LC1_1_5E1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N5LW1,Pharmacy Utilities,LTG_6N5LC1_1_5H2,LTG_6N5LC1_1_5H2,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N5LW1,Pharmacy Utilities,LTG_6N5LC1_5_5D1,LTG_6N5LC1_5_5D1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N5LW1,Pharmacy Utilities,LTG_6N5LC1_7_5A1,LTG_6N5LC1_7_5A1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N5LW1,Pharmacy Utilities,LTG_6N5LW1_3_5C1,LTG_6N5LW1_3_5C1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N5LW1,Pharmacy Utilities,LTG_6N5LW1_5_5H1,LTG_6N5LW1_5_5H1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N6LC1,Pharmacy Utilities,6N6LC1_1_6D1,6N6LC1_1_6D1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N6LC1,Pharmacy Utilities,6N6LC1_1_6N2,6N6LC1_1_6N2,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N6LC1,Pharmacy Utilities,6N6LC1_5_6C1,6N6LC1_5_6C1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N6LC1,Pharmacy Utilities,6N6LC1_7_6A1,6N6LC1_7_6A1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N6LE1,Pharmacy Utilities,6N6LE1_1_6E1,6N6LE1_1_6E1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N6LE1,Pharmacy Utilities,6N6LE1_1_6F1,6N6LE1_1_6F1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N6LE1,Pharmacy Utilities,6N6LE1_3_6G1,6N6LE1_3_6G1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N6LE1,Pharmacy Utilities,6N6LE1_3_6H1,6N6LE1_3_6H1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N6LE1,Pharmacy Utilities,6N6LE1_3_6J1,6N6LE1_3_6J1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N6LE1,Pharmacy Utilities,6N6LE1_3_6K1,6N6LE1_3_6K1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N6LE1,Pharmacy Utilities,6N6LE1_3_6N3,6N6LE1_3_6N3,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N6LE1,Pharmacy Utilities,6N6LE1_5_6L1,6N6LE1_5_6L1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N6LE1,Pharmacy Utilities,6N6LE1_5_6M1,6N6LE1_5_6M1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N6LW1,Pharmacy Utilities,LTG_6N6LW1_1_6N1,LTG_6N6LW1_1_6N1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,FALSE,TRUE,52,Elec Submeters LEED-6N6LW1,Pharmacy Utilities,LTG_6N6LW1_3_6B1,LTG_6N6LW1_3_6B1,omit,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,119.812485,119.812485,1233,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,Voltage A,2N1PC3_Voltage_A_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,121.274597,121.274597,1233,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,Voltage B,2N1PC3_Voltage_B_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,120.178848,120.178848,1233,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,Voltage C,2N1PC3_Voltage_C_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,350.893402,349.43338,1233,Elec Submeters LEED-6DCLA,Pharmacy Utilities,Voltage A,6DCLA_Voltage_A_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,350.776886,347.472107,1232,Elec Submeters LEED-6DCLA,Pharmacy Utilities,Voltage B,6DCLA_Voltage_B_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,351.684021,347.860352,1233,Elec Submeters LEED-6DCLA,Pharmacy Utilities,Voltage C,6DCLA_Voltage_C_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,350.741272,347.935303,1232,Elec Submeters LEED-6DCMA,Pharmacy Utilities,Voltage A,6DCMA_Voltage_A_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,351.492859,347.955933,1232,Elec Submeters LEED-6DCMA,Pharmacy Utilities,Voltage B,6DCMA_Voltage_B_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,350.759186,350.373627,1233,Elec Submeters LEED-6DCMA,Pharmacy Utilities,Voltage C,6DCMA_Voltage_C_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,348.298157,346.600586,1232,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,Voltage A,6EBLW1_Voltage_A_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,351.185425,349.920044,1232,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,Voltage B,6EBLW1_Voltage_B_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,354.478455,350.489929,1232,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,Voltage C,6EBLW1_Voltage_C_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,351.034882,347.504364,1233,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,Voltage A,6ETLC1_Voltage_A_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,351.345062,347.606262,1233,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,Voltage B,6ETLC1_Voltage_B_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,353.792328,350.346924,1233,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,Voltage C,6ETLC1_Voltage_C_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,350.530518,346.596497,1232,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,Voltage A,6ETLE1_Voltage_A_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,351.053894,347.96524,1233,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,Voltage B,6ETLE1_Voltage_B_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,350.850037,347,1233,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,Voltage C,6ETLE1_Voltage_C_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,350.850067,347.296112,1232,Elec Submeters LEED-6ETLW1,Pharmacy Utilities,Voltage A,6ETLW1_Voltage_A_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,350.566406,346.710846,1232,Elec Submeters LEED-6ETLW1,Pharmacy Utilities,Voltage B,6ETLW1_Voltage_B_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,351.738556,350.4552,1232,Elec Submeters LEED-6ETLW1,Pharmacy Utilities,Voltage C,6ETLW1_Voltage_C_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,349.887665,346.999969,1233,Elec Submeters LEED-6N2LE1,Pharmacy Utilities,Voltage A,6N2LE1_Voltage_A_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,350.86499,348.037018,1233,Elec Submeters LEED-6N2LE1,Pharmacy Utilities,Voltage B,6N2LE1_Voltage_B_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,351.054626,349.828796,1233,Elec Submeters LEED-6N2LE1,Pharmacy Utilities,Voltage C,6N2LE1_Voltage_C_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,351.240326,350.735504,1232,Elec Submeters LEED-6N3LO1,Pharmacy Utilities,Voltage A,6N3LO1_Voltage_A_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,350.994263,347.499329,1232,Elec Submeters LEED-6N3LO1,Pharmacy Utilities,Voltage B,6N3LO1_Voltage_B_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,351.493561,350.594849,1232,Elec Submeters LEED-6N3LO1,Pharmacy Utilities,Voltage C,6N3LO1_Voltage_C_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,351.003113,351.003113,1233,Elec Submeters LEED-6N4LC1,Pharmacy Utilities,Voltage A,6N4LC1_Voltage_A_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,350.999969,350.999969,1233,Elec Submeters LEED-6N4LC1,Pharmacy Utilities,Voltage B,6N4LC1_Voltage_B_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,354.721802,354.721802,1233,Elec Submeters LEED-6N4LC1,Pharmacy Utilities,Voltage C,6N4LC1_Voltage_C_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,350.794556,347.499329,1233,Elec Submeters LEED-6N4LE1,Pharmacy Utilities,Voltage A,6N4LE1_Voltage_A_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,351.819458,350.373627,1233,Elec Submeters LEED-6N4LE1,Pharmacy Utilities,Voltage B,6N4LE1_Voltage_B_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,350.806793,347.390442,1233,Elec Submeters LEED-6N4LE1,Pharmacy Utilities,Voltage C,6N4LE1_Voltage_C_N,V,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,347.192474,347.192474,1233,Elec Submeters LEED-6N4LW1,Pharmacy Utilities,Voltage A,6N4LW1_Voltage_A_N,V,0,0_NOT_ENERGY_CONSUMPTION,
