time,UBC_EWS.firstValue,UBC_EWS.lastValue,,UBC_EWS.numReadings,equipRef,groupRef,navName,typeRef,unit,isGas,endUseLabel,Alex-Comments,Pannel Label
2019-10-31T00:00:00.000Z,300577.5625,303643.0938,3065.53125,1233,Elec Submeters LEED-6N6LE1,Pharmacy Utilities,6N6LE1_EnergyPosSum,6N6LE1_EnergyPosSum,kWh,0,03_LIGHTING_NORMAL,,Lighting
2019-10-31T00:00:00.000Z,300577.75,303643.3125,3065.5625,1233,Elec Submeters LEED-6N6LE1,Pharmacy Utilities,6N6LE1_EnergyPosSumNR,6N6LE1_EnergyPosSumNR,kWh,0,03_LIGHTING_NORMAL,,Lighting
2019-10-31T00:00:00.000Z,3829.908936,3829.908936,0,1233,Elec Submeters LEED-6N6LW1,Pharmacy Utilities,6N6LW1_EnergyPosSum,6N6LW1_EnergyPosSum,kWh,0,03_LIGHTING_NORMAL,,Lighting
2019-10-31T00:00:00.000Z,3829.905762,3829.905762,0,1233,Elec Submeters LEED-6N6LW1,Pharmacy Utilities,6N6LW1_EnergyPosSumNR,6N6LW1_EnergyPosSumNR,kWh,0,03_LIGHTING_NORMAL,,Lighting
2019-10-31T00:00:00.000Z,266562.0625,266562.0625,0,1233,Elec Submeters LEED-6NBLC1,Pharmacy Utilities,6NBLC1_EnergyPosSum,6NBLC1_EnergyPosSum,kWh,0,03_LIGHTING_NORMAL,,Lighting
2019-10-31T00:00:00.000Z,266574.5938,266574.5938,0,1233,Elec Submeters LEED-6NBLC1,Pharmacy Utilities,6NBLC1_EnergyPosSumNR,6NBLC1_EnergyPosSumNR,kWh,0,03_LIGHTING_NORMAL,,Lighting
2019-10-31T00:00:00.000Z,572484.875,578412.0625,5927.1875,1232,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,6EBLW1_EnergyPosSum,6EBLW1_EnergyPosSum,kWh,0,04_LIGHTING_EMERGENCY,,Lighting
2019-10-31T00:00:00.000Z,572484.875,578411.875,5927,1232,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,6EBLW1_EnergyPosSumNR,6EBLW1_EnergyPosSumNR,kWh,0,04_LIGHTING_EMERGENCY,,Lighting
2019-10-31T00:00:00.000Z,892041.625,901247.1875,9205.5625,1232,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,6ETLC1_EnergyPosSum,6ETLC1_EnergyPosSum,kWh,0,04_LIGHTING_EMERGENCY,,Lighting
2019-10-31T00:00:00.000Z,1731818,1749284.25,17466.25,1232,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,6ETLE1_EnergyPosSum,6ETLE1_EnergyPosSum,kWh,0,04_LIGHTING_EMERGENCY,,Lighting
2019-10-31T00:00:00.000Z,1731818,1749284.375,17466.375,1232,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,6ETLE1_EnergyPosSumNR,6ETLE1_EnergyPosSumNR,kWh,0,04_LIGHTING_EMERGENCY,,Lighting
2019-10-31T00:00:00.000Z,411591.5625,416029.625,4438.0625,1232,Elec Submeters LEED-6ETLW1,Pharmacy Utilities,6ETLW1_EnergyPosSum,6ETLW1_EnergyPosSum,kWh,0,04_LIGHTING_EMERGENCY,,Lighting
2019-10-31T00:00:00.000Z,411591.4063,416029.4375,4438.03125,1232,Elec Submeters LEED-6ETLW1,Pharmacy Utilities,6ETLW1_EnergyPosSumNR,6ETLW1_EnergyPosSumNR,kWh,0,04_LIGHTING_EMERGENCY,,Lighting
2019-10-31T00:00:00.000Z,892041.625,901247.1875,9205.5625,1233,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,6ETLC1_EnergyPosSumNR,6ETLC1_EnergyPosSumNR,kWh,0,04_LIGHTING_EMERGENCY,,Lighting
2019-10-31T00:00:00.000Z,127539.8281,127539.8281,0,1233,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,2N1PC3_EnergyPosSum,2N1PC3_EnergyPosSum,kWh,0,05_OTHER,,Power
2019-10-31T00:00:00.000Z,127585.5625,127585.5625,0,1233,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,2N1PC3_EnergyPosSumNR,2N1PC3_EnergyPosSumNR,kWh,0,05_OTHER,,Power
2019-10-31T00:00:00.000Z,16963.96875,17483.6543,,304,LEF-4 EF-4A,Pharmacy Air Systems,Energy,EF4_F1_VFD_PWR(kWh)_TL,_,0,05_OTHER,These are Lab exhaust fans - I'm assuming they don't count as heating/cooling,
2019-10-31T00:00:00.000Z,16338.36133,16842.69531,,304,LEF-4 EF-4B,Pharmacy Air Systems,Energy,EF4_F2_VFD_PWR(kWh)_TL,_,0,05_OTHER,These are Lab exhaust fans - I'm assuming they don't count as heating/cooling,
2019-10-31T00:00:00.000Z,262318.25,264998.375,2680.125,1232,Elec Submeters LEED-6DCMA,Pharmacy Utilities,6DCMA_EnergyPosSum,6DCMA_EnergyPosSum,kWh,0,05_OTHER,,Mechanical
2019-10-31T00:00:00.000Z,1357941.25,1359421.25,,1232,Elec Submeters LEED-6NBME1,Pharmacy Utilities,6NBME1_EnergyPosSum,6NBME1_EnergyPosSum,kWh,0,05_OTHER,,Mechanical
2019-10-31T00:00:00.000Z,1357941.25,1359421.25,,1232,Elec Submeters LEED-6NBME1,Pharmacy Utilities,6NBME1_EnergyPosSumNR,6NBME1_EnergyPosSumNR,kWh,0,05_OTHER,,Mechanical
2019-10-31T00:00:00.000Z,4486973.5,4525635,,1232,Elec Submeters LEED-6NBMW1,Pharmacy Utilities,6NBMW1_EnergyPosSum,6NBMW1_EnergyPosSum,kWh,0,05_OTHER,,Mechanical
2019-10-31T00:00:00.000Z,4486973.5,4525635,,1232,Elec Submeters LEED-6NBMW1,Pharmacy Utilities,6NBMW1_EnergyPosSumNR,6NBMW1_EnergyPosSumNR,kWh,0,05_OTHER,,Mechanical
2019-10-31T00:00:00.000Z,2862686.5,2894554.5,,1232,Elec Submeters LEED-6NRMC1,Pharmacy Utilities,6NRMC1_EnergyPosSum,6NRMC1_EnergyPosSum,kWh,0,05_OTHER,,Mechanical
2019-10-31T00:00:00.000Z,2862688.5,2894556,,1232,Elec Submeters LEED-6NRMC1,Pharmacy Utilities,6NRMC1_EnergyPosSumNR,6NRMC1_EnergyPosSumNR,kWh,0,05_OTHER,,Mechanical
2019-10-31T00:00:00.000Z,4053400,4082049.25,,1232,Elec Submeters LEED-6NRME1,Pharmacy Utilities,6NRME1_EnergyPosSum,6NRME1_EnergyPosSum,kWh,0,05_OTHER,,Mechanical
2019-10-31T00:00:00.000Z,4053400,4082049.25,,1232,Elec Submeters LEED-6NRME1,Pharmacy Utilities,6NRME1_EnergyPosSumNR,6NRME1_EnergyPosSumNR,kWh,0,05_OTHER,,Mechanical
2019-10-31T00:00:00.000Z,747693.75,753196.375,,1232,Elec Submeters LEED-6NRMW1,Pharmacy Utilities,6NRMW1_EnergyPosSum,6NRMW1_EnergyPosSum,kWh,0,05_OTHER,,Mechanical
2019-10-31T00:00:00.000Z,747693.75,753196.25,,1232,Elec Submeters LEED-6NRMW1,Pharmacy Utilities,6NRMW1_EnergyPosSumNR,6NRMW1_EnergyPosSumNR,kWh,0,05_OTHER,,Mechanical
2019-10-31T00:00:00.000Z,262318.25,264998.375,2680.125,1233,Elec Submeters LEED-6DCMA,Pharmacy Utilities,6DCMA_EnergyPosSumNR,6DCMA_EnergyPosSumNR,kWh,0,05_OTHER,,Mechanical
2019-10-31T00:00:00.000Z,1878693.75,1897777.75,,1233,Elec Submeters LEED-6SBME1,Pharmacy Utilities,6SBME1_EnergyPosSum,6SBME1_EnergyPosSum,kWh,0,05_OTHER,,Mechanical
2019-10-31T00:00:00.000Z,1878693.75,1897777.75,,1233,Elec Submeters LEED-6SBME1,Pharmacy Utilities,6SBME1_EnergyPosSumNR,6SBME1_EnergyPosSumNR,kWh,0,05_OTHER,,Mechanical
2019-10-31T00:00:00.000Z,11394858,11550152,,1233,Elec Submeters LEED-6SBMW1,Pharmacy Utilities,6SBMW1_EnergyPosSum,6SBMW1_EnergyPosSum,kWh,0,05_OTHER,,Mechanical
2019-10-31T00:00:00.000Z,11394858,11550151,,1233,Elec Submeters LEED-6SBMW1,Pharmacy Utilities,6SBMW1_EnergyPosSumNR,6SBMW1_EnergyPosSumNR,kWh,0,05_OTHER,,Mechanical
2019-10-31T00:00:00.000Z,5081780.5,5124401,,1233,Elec Submeters LEED-6SRMC1,Pharmacy Utilities,6SRMC1_EnergyPosSum,6SRMC1_EnergyPosSum,kWh,0,05_OTHER,,Mechanical
2019-10-31T00:00:00.000Z,5081781,5124401.5,,1233,Elec Submeters LEED-6SRMC1,Pharmacy Utilities,6SRMC1_EnergyPosSumNR,6SRMC1_EnergyPosSumNR,kWh,0,05_OTHER,,Mechanical
2019-10-31T00:00:00.000Z,5080057.5,5126506.5,,1233,Elec Submeters LEED-6SRME1,Pharmacy Utilities,6SRME1_EnergyPosSum,6SRME1_EnergyPosSum,kWh,0,05_OTHER,,Mechanical
2019-10-31T00:00:00.000Z,5080057.5,5126506.5,,1233,Elec Submeters LEED-6SRME1,Pharmacy Utilities,6SRME1_EnergyPosSumNR,6SRME1_EnergyPosSumNR,kWh,0,05_OTHER,,Mechanical
2019-10-31T00:00:00.000Z,1785922.25,1798013.75,,1233,Elec Submeters LEED-6SRMW1,Pharmacy Utilities,6SRMW1_EnergyPosSum,6SRMW1_EnergyPosSum,kWh,0,05_OTHER,,Mechanical
2019-10-31T00:00:00.000Z,1785922.375,1798014,,1233,Elec Submeters LEED-6SRMW1,Pharmacy Utilities,6SRMW1_EnergyPosSumNR,6SRMW1_EnergyPosSumNR,kWh,0,05_OTHER,,Mechanical
2019-10-31T00:00:00.000Z,17481.95313,21878.76758,,2162,LEF-4 EF-4A,Pharmacy Air Systems,Energy,EF4_F1_VFD_PWR(kWh)_TL,kWh,0,05_OTHER,These are Lab exhaust fans - I'm assuming they don't count as heating/cooling,
2019-10-31T00:00:00.000Z,16841.0332,21107.50586,,2162,LEF-4 EF-4B,Pharmacy Air Systems,Energy,EF4_F2_VFD_PWR(kWh)_TL,kWh,0,05_OTHER,These are Lab exhaust fans - I'm assuming they don't count as heating/cooling,
2019-10-31T00:00:00.000Z,25561.30273,32899.5,,2464,LEF-1 EF-1A,Pharmacy Air Systems,Energy,EF1_F1_VFD_PWR(kWh),kWh,0,05_OTHER,These are Lab exhaust fans - I'm assuming they don't count as heating/cooling,
2019-10-31T00:00:00.000Z,24558.90039,31609.32617,,2464,LEF-1 EF-1B,Pharmacy Air Systems,Energy,EF1_F2_VFD_PWR(kWh),kWh,0,05_OTHER,These are Lab exhaust fans - I'm assuming they don't count as heating/cooling,
2019-10-31T00:00:00.000Z,27240.33008,35060.54688,,2464,LEF-1 EF-1C,Pharmacy Air Systems,Energy,EF1_F3_VFD_PWR(kWh),kWh,0,05_OTHER,These are Lab exhaust fans - I'm assuming they don't count as heating/cooling,
2019-10-31T00:00:00.000Z,22856.00781,29417.56445,,2464,LEF-2 EF-2A,Pharmacy Air Systems,Energy,EF2_F1_VFD_PWR(kWh),kWh,0,05_OTHER,These are Lab exhaust fans - I'm assuming they don't count as heating/cooling,
2019-10-31T00:00:00.000Z,20049.12891,25804.88086,,2464,LEF-2 EF-2B,Pharmacy Air Systems,Energy,EF2_F2_VFD_PWR(kWh),kWh,0,05_OTHER,These are Lab exhaust fans - I'm assuming they don't count as heating/cooling,
2019-10-31T00:00:00.000Z,19547.90039,25159.75781,,2464,LEF-2 EF-2C,Pharmacy Air Systems,Energy,EF2_F3_VFD_PWR(kWh),kWh,0,05_OTHER,These are Lab exhaust fans - I'm assuming they don't count as heating/cooling,
2019-10-31T00:00:00.000Z,29364.4375,38135.38281,,2464,LEF-3 EF-3A,Pharmacy Air Systems,Energy,EF3_F1_VFD_PWR(kWh),kWh,0,05_OTHER,These are Lab exhaust fans - I'm assuming they don't count as heating/cooling,
2019-10-31T00:00:00.000Z,28704.18555,37280.44531,,2464,LEF-3 EF-3B,Pharmacy Air Systems,Energy,EF3_F2_VFD_PWR(kWh),kWh,0,05_OTHER,These are Lab exhaust fans - I'm assuming they don't count as heating/cooling,
2019-10-31T00:00:00.000Z,31794.40234,41330.21094,,2464,LEF-3 EF-3C,Pharmacy Air Systems,Energy,EF3_F3_VFD_PWR(kWh),kWh,0,05_OTHER,These are Lab exhaust fans - I'm assuming they don't count as heating/cooling,
2019-10-31T00:00:00.000Z,65.5,65.5,,3,Elec Submeters DCA,Pharmacy Utilities,Energy Hybrid,Energy Hybrid,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,54.25,55,,3,Elec Submeters DCB,Pharmacy Utilities,Energy Hybrid,Energy Hybrid,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,152.75,154.25,,3,Elec Submeters PA,Pharmacy Utilities,Energy Hybrid,Energy Hybrid,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,154.75,147.75,,3,Elec Submeters PB,Pharmacy Utilities,Energy Hybrid,Energy Hybrid,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,65.5,68,,539,Elec Submeters DCA,Pharmacy Utilities,Energy,Energy,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,55,59,,539,Elec Submeters DCB,Pharmacy Utilities,Energy,Energy,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,154.25,120,,539,Elec Submeters PA,Pharmacy Utilities,Energy,Energy,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,147.75,173.5,,539,Elec Submeters PB,Pharmacy Utilities,Energy,Energy,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,7689409,7875234.5,,1232,Elec Submeters LEED-ATS-DCA,Pharmacy Utilities,ATS-DCA_EnergyPosSumNR,ATS-DCA_EnergyPosSumNR,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,3891756.5,4045201.25,,1232,Elec Submeters LEED-ATS-DCB,Pharmacy Utilities,ATS-DCB_EnergyPosSum,ATS-DCB_EnergyPosSum,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,3891756,4045201.25,,1232,Elec Submeters LEED-ATS-DCB,Pharmacy Utilities,ATS-DCB_EnergyPosSumNR,ATS-DCB_EnergyPosSumNR,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,9134795,9244645,,1232,Elec Submeters LEED-ATS-S1,Pharmacy Utilities,ATS-S1_EnergyPosSum,ATS-S1_EnergyPosSum,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,0,0,,1232,Elec Submeters LEED-G1,Pharmacy Utilities,G1_EnergyPosSum,G1_EnergyPosSum,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,0,0,,1232,Elec Submeters LEED-G1,Pharmacy Utilities,G1_EnergyPosSumNR,G1_EnergyPosSumNR,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,7546513,7731117.5,,1232,Elec Submeters LEED-LV-DCA,Pharmacy Utilities,LV-DCA_EnergyPosSum,LV-DCA_EnergyPosSum,kWh,0,99_UNKNOWN,Not sure this is Distribution. Listing as Unknown,Distribution
2019-10-31T00:00:00.000Z,7546523,7731129,,1232,Elec Submeters LEED-LV-DCA,Pharmacy Utilities,LV-DCA_EnergyPosSumNR,LV-DCA_EnergyPosSumNR,kWh,0,99_UNKNOWN,Not sure this is Distribution. Listing as Unknown,Distribution
2019-10-31T00:00:00.000Z,3921929.5,4075322.5,,1232,Elec Submeters LEED-LV-DCB,Pharmacy Utilities,LV-DCB_EnergyPosSum,LV-DCB_EnergyPosSum,kWh,0,99_UNKNOWN,Not sure this is Distribution. Listing as Unknown,Distribution
2019-10-31T00:00:00.000Z,3921926.75,4075319.25,,1232,Elec Submeters LEED-LV-DCB,Pharmacy Utilities,LV-DCB_EnergyPosSumNR,LV-DCB_EnergyPosSumNR,kWh,0,99_UNKNOWN,Not sure this is Distribution. Listing as Unknown,Distribution
2019-10-31T00:00:00.000Z,41801568,42188296,,1232,Elec Submeters LEED-LV-PA,Pharmacy Utilities,LV-PA_EnergyPosSum,LV-PA_EnergyPosSum,kWh,0,99_UNKNOWN,"Not sure this is Power, listing as unknown",Power
2019-10-31T00:00:00.000Z,41801564,42188288,,1232,Elec Submeters LEED-LV-PA,Pharmacy Utilities,LV-PA_EnergyPosSumNR,LV-PA_EnergyPosSumNR,kWh,0,99_UNKNOWN,"Not sure this is Power, listing as unknown",Power
2019-10-31T00:00:00.000Z,37222612,37616792,,1232,Elec Submeters LEED-LV-PB,Pharmacy Utilities,LV-PB_EnergyPosSum,LV-PB_EnergyPosSum,kWh,0,99_UNKNOWN,"Not sure this is Power, listing as unknown",Power
2019-10-31T00:00:00.000Z,37222612,37616792,,1232,Elec Submeters LEED-LV-PB,Pharmacy Utilities,LV-PB_EnergyPosSumNR,LV-PB_EnergyPosSumNR,kWh,0,99_UNKNOWN,"Not sure this is Power, listing as unknown",Power
2019-10-31T00:00:00.000Z,255841.2188,258396.7813,,1232,Elec Submeters LEED-TX-E1C1,Pharmacy Utilities,TX-E1C1_EnergyPosSum,TX-E1C1_EnergyPosSum,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,255841.0781,258396.625,,1232,Elec Submeters LEED-TX-E1C1,Pharmacy Utilities,TX-E1C1_EnergyPosSumNR,TX-E1C1_EnergyPosSumNR,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,7689409,7875237.5,,1233,Elec Submeters LEED-ATS-DCA,Pharmacy Utilities,ATS-DCA_EnergyPosSum,ATS-DCA_EnergyPosSum,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,9134798,9244647,,1233,Elec Submeters LEED-ATS-S1,Pharmacy Utilities,ATS-S1_EnergyPosSumNR,ATS-S1_EnergyPosSumNR,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,19847722,20076530,,1233,Elec Submeters LEED-ATS-S3,Pharmacy Utilities,ATS-S3_EnergyPosSum,ATS-S3_EnergyPosSum,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,19847720,20076530,,1233,Elec Submeters LEED-ATS-S3,Pharmacy Utilities,ATS-S3_EnergyPosSumNR,ATS-S3_EnergyPosSumNR,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,11801362,11903327,,1233,Elec Submeters LEED-S2,Pharmacy Utilities,S2_EnergyPosSum,S2_EnergyPosSum,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,11801360,11903326,,1233,Elec Submeters LEED-S2,Pharmacy Utilities,S2_EnergyPosSumNR,S2_EnergyPosSumNR,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,65,65.5,,1922,Elec Submeters DCA,Pharmacy Utilities,Energy OPC,Energy OPC,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,135.75,154.25,,1922,Elec Submeters PA,Pharmacy Utilities,Energy OPC,Energy OPC,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,146.25,147.75,,1922,Elec Submeters PB,Pharmacy Utilities,Energy OPC,Energy OPC,kWh,0,99_UNKNOWN,,
2019-10-31T00:00:00.000Z,50,55,,1922,Elec Submeters DCB,Pharmacy Utilities,Energy OPC Copy,Energy OPC Copy,kWh,0,99_UNKNOWN,,
