,equipRef,groupRef,navName,siteRef,typeRef,unit,date,mean,std,max,min,sensorrate
1454,Elec Submeters DCA,Pharmacy Utilities,Power,Pharmacy,Power,kW,2020-05-01,250.814865,0.0,250.814865,250.814865,1
1455,Elec Submeters DCA,Pharmacy Utilities,Power OPC,Pharmacy,Power OPC,kW,2020-03-16,252.17360879999993,3.7095137654188495,257.296783,243.276825,35
1456,Elec Submeters DCA,Pharmacy Utilities,Power OPC,Pharmacy,Power OPC,kW,2020-05-01,248.51284495959598,3.7137275447748137,255.775833,238.342499,99
1457,Elec Submeters DCB,Pharmacy Utilities,Energy OPC Copy,Pharmacy,Energy OPC Copy,kWh,2020-03-16,297.76666666666665,1326.3933320340416,7320.5,46.75,30
1458,Elec Submeters DCB,Pharmacy Utilities,Energy OPC Copy,Pharmacy,Energy OPC Copy,kWh,2020-05-01,51.72894736842105,0.7216846038355055,54.25,50.5,95
1459,Elec Submeters DCB,Pharmacy Utilities,Power,Pharmacy,Power,kW,2020-03-16,235.717514,0.0,235.717514,235.717514,1
1460,Elec Submeters DCB,Pharmacy Utilities,Power,Pharmacy,Power,kW,2020-05-01,206.562912,0.0,206.562912,206.562912,1
1461,Elec Submeters DCB,Pharmacy Utilities,Power OPC,Pharmacy,Power OPC,kW,2020-03-16,214.7779783877551,22.320265240797617,240.343536,187.349289,49
1462,Elec Submeters DCB,Pharmacy Utilities,Power OPC,Pharmacy,Power OPC,kW,2020-05-01,207.36506726712332,2.985797387236109,215.279999,203.361816,146
1463,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,2N1PC3_EnergyPosSum,Pharmacy,2N1PC3_EnergyPosSum,A,2020-03-16,127502.7536458,1.6617288714377925,127505.359375,127500.164062,15
1464,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,2N1PC3_EnergyPosSum,Pharmacy,2N1PC3_EnergyPosSum,kWh,2020-05-01,127539.828125,0.0,127539.828125,127539.828125,48
1465,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,2N1PC3_EnergyPosSumNR,Pharmacy,2N1PC3_EnergyPosSumNR,A,2020-03-16,127541.7494792,1.665961999998074,127544.375,127539.148438,15
1466,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,2N1PC3_EnergyPosSumNR,Pharmacy,2N1PC3_EnergyPosSumNR,kWh,2020-05-01,127585.5625,0.0,127585.5625,127585.5625,48
1467,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,2N1PC3_Instant_Power,Pharmacy,2N1PC3_Instant_Power,A,2020-03-16,840.3062011333332,279.29333509568033,1116.374146,519.250671,15
1468,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,2N1PC3_Instant_Power,Pharmacy,2N1PC3_Instant_Power,W,2020-05-01,520.7958980000002,0.0,520.795898,520.795898,48
1469,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,Current A,Pharmacy,2N1PC3_CurrentA,A,2020-03-16,3.2425268000000003,0.023966158927597403,3.273633,3.20283,15
1470,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,Current A,Pharmacy,2N1PC3_CurrentA,A,2020-05-01,0.0,0.0,0.0,0.0,48
1471,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,Current B,Pharmacy,2N1PC3_CurrentB,A,2020-03-16,6.930816933333333,2.5395283130848885,8.067298,0.712798,15
1472,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,Current B,Pharmacy,2N1PC3_CurrentB,A,2020-05-01,7.814281999999995,0.0,7.814282,7.814282,48
1473,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,Current C,Pharmacy,2N1PC3_CurrentC,A,2020-03-16,1.2258672000000002,0.014184283340575029,1.25033,1.211792,15
1474,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,Current C,Pharmacy,2N1PC3_CurrentC,A,2020-05-01,1.1984810000000006,0.0,1.198481,1.198481,48
1475,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,Demand,Pharmacy,2N1PC3_Demand,A,2020-03-16,787.7316041333335,32.933062136395485,825.904114,704.584778,15
1476,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,Demand,Pharmacy,2N1PC3_Demand,W,2020-05-01,493.2783200000002,0.0,493.27832,493.27832,48
1477,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,Voltage A,Pharmacy,2N1PC3_Voltage_A_N,A,2020-03-16,121.35498779999998,0.06924221477868148,121.499985,121.275002,15
1478,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,Voltage A,Pharmacy,2N1PC3_Voltage_A_N,V,2020-05-01,119.81248500000008,0.0,119.812485,119.812485,48
1479,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,Voltage B,Pharmacy,2N1PC3_Voltage_B_N,A,2020-03-16,120.78725106666668,0.6122335338607655,121.349571,119.77507,15
1480,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,Voltage B,Pharmacy,2N1PC3_Voltage_B_N,V,2020-05-01,121.27459699999993,0.0,121.274597,121.274597,48
1481,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,Voltage C,Pharmacy,2N1PC3_Voltage_C_N,A,2020-03-16,121.2614034,0.48412937200324735,121.609543,120.357681,15
1482,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,Voltage C,Pharmacy,2N1PC3_Voltage_C_N,V,2020-05-01,120.17884799999989,0.0,120.178848,120.178848,48
1483,Elec Submeters LEED-6DCLA,Pharmacy Utilities,6DCLA_EnergyPosSum,Pharmacy,6DCLA_EnergyPosSum,A,2020-03-16,26435.832031,0.0,26435.832031,26435.832031,16
1484,Elec Submeters LEED-6DCLA,Pharmacy Utilities,6DCLA_EnergyPosSum,Pharmacy,6DCLA_EnergyPosSum,kWh,2020-05-01,26958.455566666642,2.6370634105541986,26966.316406,26957.150391,48
1485,Elec Submeters LEED-6DCLA,Pharmacy Utilities,6DCLA_EnergyPosSumNR,Pharmacy,6DCLA_EnergyPosSumNR,A,2020-03-16,26435.832031,0.0,26435.832031,26435.832031,16
1486,Elec Submeters LEED-6DCLA,Pharmacy Utilities,6DCLA_EnergyPosSumNR,Pharmacy,6DCLA_EnergyPosSumNR,kWh,2020-05-01,26958.454345937473,2.636207580000782,26966.316406,26957.150391,48
1487,Elec Submeters LEED-6DCLA,Pharmacy Utilities,6DCLA_Instant_Power,Pharmacy,6DCLA_Instant_Power,A,2020-03-16,0.0,0.0,0.0,0.0,16
1488,Elec Submeters LEED-6DCLA,Pharmacy Utilities,6DCLA_Instant_Power,Pharmacy,6DCLA_Instant_Power,W,2020-05-01,428.8814124791667,1130.4612143999243,3583.087402,0.0,48
1489,Elec Submeters LEED-6DCLA,Pharmacy Utilities,Current A,Pharmacy,6DCLA_CurrentA,A,2020-03-16,0.0,0.0,0.0,0.0,16
1490,Elec Submeters LEED-6DCLA,Pharmacy Utilities,Current A,Pharmacy,6DCLA_CurrentA,A,2020-05-01,0.5298957083333333,1.523606367550945,5.467263,0.0,48
1491,Elec Submeters LEED-6DCLA,Pharmacy Utilities,Current B,Pharmacy,6DCLA_CurrentB,A,2020-03-16,0.0,0.0,0.0,0.0,16
1492,Elec Submeters LEED-6DCLA,Pharmacy Utilities,Current B,Pharmacy,6DCLA_CurrentB,A,2020-05-01,0.526520625,1.56041635897099,5.091117,0.0,48
1493,Elec Submeters LEED-6DCLA,Pharmacy Utilities,Current C,Pharmacy,6DCLA_CurrentC,A,2020-03-16,0.0,0.0,0.0,0.0,16
1494,Elec Submeters LEED-6DCLA,Pharmacy Utilities,Current C,Pharmacy,6DCLA_CurrentC,A,2020-05-01,0.0,0.0,0.0,0.0,48
1495,Elec Submeters LEED-6DCLA,Pharmacy Utilities,Demand,Pharmacy,6DCLA_Demand,A,2020-03-16,0.0,0.0,0.0,0.0,16
1496,Elec Submeters LEED-6DCLA,Pharmacy Utilities,Demand,Pharmacy,6DCLA_Demand,W,2020-05-01,374.5689385624999,1007.1489148273099,3568.253418,0.0,48
1497,Elec Submeters LEED-6DCLA,Pharmacy Utilities,Voltage A,Pharmacy,6DCLA_Voltage_A_N,A,2020-03-16,349.14137081250004,1.5862990875004013,350.893402,346.026642,16
1498,Elec Submeters LEED-6DCLA,Pharmacy Utilities,Voltage A,Pharmacy,6DCLA_Voltage_A_N,V,2020-05-01,349.80851804166673,2.988157754256569,354.008118,345.929291,48
1499,Elec Submeters LEED-6DCLA,Pharmacy Utilities,Voltage B,Pharmacy,6DCLA_Voltage_B_N,A,2020-03-16,348.16847425000003,1.5000405364654579,350.965729,346.527893,16
1500,Elec Submeters LEED-6DCLA,Pharmacy Utilities,Voltage B,Pharmacy,6DCLA_Voltage_B_N,V,2020-05-01,348.4419097499999,2.6168234629171634,351.7211,343.412018,48
1501,Elec Submeters LEED-6DCLA,Pharmacy Utilities,Voltage C,Pharmacy,6DCLA_Voltage_C_N,A,2020-03-16,349.700491,1.7655728346738184,351.779633,347.477966,16
1502,Elec Submeters LEED-6DCLA,Pharmacy Utilities,Voltage C,Pharmacy,6DCLA_Voltage_C_N,V,2020-05-01,350.1804472916667,2.365130147692503,355.507721,347.0,48
1503,Elec Submeters LEED-6DCMA,Pharmacy Utilities,6DCMA_EnergyPosSum,Pharmacy,6DCMA_EnergyPosSum,A,2020-03-16,259733.0498046875,8.856451087812294,259747.0,259719.09375,16
1504,Elec Submeters LEED-6DCMA,Pharmacy Utilities,6DCMA_EnergyPosSum,Pharmacy,6DCMA_EnergyPosSum,kWh,2020-05-01,263817.03125,26.08730212414938,263860.8125,263773.1875,48
1505,Elec Submeters LEED-6DCMA,Pharmacy Utilities,6DCMA_EnergyPosSumNR,Pharmacy,6DCMA_EnergyPosSumNR,A,2020-03-16,259733.08203125,8.877351691046172,259747.046875,259719.09375,16
1506,Elec Submeters LEED-6DCMA,Pharmacy Utilities,6DCMA_EnergyPosSumNR,Pharmacy,6DCMA_EnergyPosSumNR,kWh,2020-05-01,263817.0520833333,26.092764850548196,263860.8125,263773.28125,48
1507,Elec Submeters LEED-6DCMA,Pharmacy Utilities,6DCMA_Instant_Power,Pharmacy,6DCMA_Instant_Power,A,2020-03-16,3724.055831875,12.60316072182532,3745.032227,3702.813477,16
1508,Elec Submeters LEED-6DCMA,Pharmacy Utilities,6DCMA_Instant_Power,Pharmacy,6DCMA_Instant_Power,W,2020-05-01,3728.347096812498,18.057544179657867,3760.273438,3669.309814,48
1509,Elec Submeters LEED-6DCMA,Pharmacy Utilities,Current A,Pharmacy,6DCMA_CurrentA,A,2020-03-16,3.6597662499999997,0.049574418569123715,3.726726,3.562947,16
1510,Elec Submeters LEED-6DCMA,Pharmacy Utilities,Current A,Pharmacy,6DCMA_CurrentA,A,2020-05-01,3.8356129375000005,0.038870294803936715,3.901227,3.74544,48
1511,Elec Submeters LEED-6DCMA,Pharmacy Utilities,Current B,Pharmacy,6DCMA_CurrentB,A,2020-03-16,3.063484625,0.025299345061022258,3.11526,2.998387,16
1512,Elec Submeters LEED-6DCMA,Pharmacy Utilities,Current B,Pharmacy,6DCMA_CurrentB,A,2020-05-01,2.906005166666667,0.04730710138106148,3.017752,2.824197,48
1513,Elec Submeters LEED-6DCMA,Pharmacy Utilities,Current C,Pharmacy,6DCMA_CurrentC,A,2020-03-16,4.003458375,0.05543829616895387,4.114802,3.927296,16
1514,Elec Submeters LEED-6DCMA,Pharmacy Utilities,Current C,Pharmacy,6DCMA_CurrentC,A,2020-05-01,4.023876499999999,0.05636049326226577,4.153162,3.871172,48
1515,Elec Submeters LEED-6DCMA,Pharmacy Utilities,Demand,Pharmacy,6DCMA_Demand,A,2020-03-16,3722.7457123125,5.895209160901968,3729.659912,3711.950439,16
1516,Elec Submeters LEED-6DCMA,Pharmacy Utilities,Demand,Pharmacy,6DCMA_Demand,W,2020-05-01,3725.114237437501,10.079080914381796,3740.141357,3704.465332,48
1517,Elec Submeters LEED-6DCMA,Pharmacy Utilities,Voltage A,Pharmacy,6DCMA_Voltage_A_N,A,2020-03-16,348.058073125,1.5473624084042772,351.583069,344.194092,16
1518,Elec Submeters LEED-6DCMA,Pharmacy Utilities,Voltage A,Pharmacy,6DCMA_Voltage_A_N,V,2020-05-01,348.6777426666667,2.792733484245821,351.676605,343.913513,48
1519,Elec Submeters LEED-6DCMA,Pharmacy Utilities,Voltage B,Pharmacy,6DCMA_Voltage_B_N,A,2020-03-16,349.6049004999999,1.6488843218737417,351.58844,347.76474,16
1520,Elec Submeters LEED-6DCMA,Pharmacy Utilities,Voltage B,Pharmacy,6DCMA_Voltage_B_N,V,2020-05-01,349.7184143333333,2.2579053197711603,352.257568,344.132233,48
1521,Elec Submeters LEED-6DCMA,Pharmacy Utilities,Voltage C,Pharmacy,6DCMA_Voltage_C_N,A,2020-03-16,350.36760131249997,1.1922556849211088,351.723083,346.614441,16
1522,Elec Submeters LEED-6DCMA,Pharmacy Utilities,Voltage C,Pharmacy,6DCMA_Voltage_C_N,V,2020-05-01,351.0001500416667,3.094108876476657,354.711121,346.421692,48
1523,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,6EBLW1_EnergyPosSum,Pharmacy,6EBLW1_EnergyPosSum,A,2020-03-16,566912.48828125,26.15524782778488,566953.5,566870.5,16
1524,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,6EBLW1_EnergyPosSum,Pharmacy,6EBLW1_EnergyPosSum,kWh,2020-05-01,575750.5989583334,66.69322186917907,575862.375,575639.6875,48
1525,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,6EBLW1_EnergyPosSumNR,Pharmacy,6EBLW1_EnergyPosSumNR,A,2020-03-16,566912.41015625,26.16033265375588,566953.25,566870.375,16
1526,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,6EBLW1_EnergyPosSumNR,Pharmacy,6EBLW1_EnergyPosSumNR,kWh,2020-05-01,575750.5572916666,66.69162923329066,575862.25,575639.6875,48
1527,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,6EBLW1_Instant_Power,Pharmacy,6EBLW1_Instant_Power,A,2020-03-16,12186.733428874997,4065.282948569083,18730.316406,5409.285645,16
1528,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,6EBLW1_Instant_Power,Pharmacy,6EBLW1_Instant_Power,W,2020-05-01,9220.048573833332,5136.9234143634985,18214.894531,5090.525391,48
1529,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,Current A,Pharmacy,6EBLW1_CurrentA,A,2020-03-16,9.8595926875,5.209711261779124,15.631592,5.264974,16
1530,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,Current A,Pharmacy,6EBLW1_CurrentA,A,2020-05-01,8.789165124999998,4.491628019949151,17.534666,6.076375,48
1531,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,Current B,Pharmacy,6EBLW1_CurrentB,A,2020-03-16,13.98819875,5.196118129157028,19.076069,8.645856,16
1532,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,Current B,Pharmacy,6EBLW1_CurrentB,A,2020-05-01,8.106755374999999,4.849748774011327,14.575036,4.122301,48
1533,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,Current C,Pharmacy,6EBLW1_CurrentC,A,2020-03-16,11.5523924375,6.307614842474853,20.666473,1.592543,16
1534,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,Current C,Pharmacy,6EBLW1_CurrentC,A,2020-05-01,10.076986979166664,7.238786235264938,22.597439,4.08042,48
1535,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,Demand,Pharmacy,6EBLW1_Demand,A,2020-03-16,10994.404388375002,2871.1346242024356,17544.433594,7599.660645,16
1536,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,Demand,Pharmacy,6EBLW1_Demand,W,2020-05-01,9490.31639597917,3894.3768854297405,17555.974609,5102.636719,48
1537,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,Voltage A,Pharmacy,6EBLW1_Voltage_A_N,A,2020-03-16,346.64429306249997,1.4643919292286713,347.998566,343.505066,16
1538,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,Voltage A,Pharmacy,6EBLW1_Voltage_A_N,V,2020-05-01,347.1435706666666,3.172537445371056,351.493561,343.005768,48
1539,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,Voltage B,Pharmacy,6EBLW1_Voltage_B_N,A,2020-03-16,349.8288001875,1.6531599057349977,353.813446,346.513306,16
1540,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,Voltage B,Pharmacy,6EBLW1_Voltage_B_N,V,2020-05-01,349.85110025,3.098829866300384,354.30011,345.539948,48
1541,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,Voltage C,Pharmacy,6EBLW1_Voltage_C_N,A,2020-03-16,350.77039337499997,1.380321568103343,354.07959,347.0,16
1542,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,Voltage C,Pharmacy,6EBLW1_Voltage_C_N,V,2020-05-01,351.2128632500001,3.1905068251606856,354.97702,346.501434,48
1543,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,6ETLC1_EnergyPosSum,Pharmacy,6ETLC1_EnergyPosSum,A,2020-03-16,883125.546875,31.08962598280507,883174.125,883076.3125,16
1544,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,6ETLC1_EnergyPosSum,Pharmacy,6ETLC1_EnergyPosSum,kWh,2020-05-01,897185.4544270834,88.80213364237736,897334.5,897036.3125,48
1545,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,6ETLC1_EnergyPosSumNR,Pharmacy,6ETLC1_EnergyPosSumNR,A,2020-03-16,883125.546875,31.08962598280507,883174.125,883076.3125,16
1546,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,6ETLC1_EnergyPosSumNR,Pharmacy,6ETLC1_EnergyPosSumNR,kWh,2020-05-01,897185.5677083334,88.81975816440529,897334.5,897036.5,48
1547,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,6ETLC1_Instant_Power,Pharmacy,6ETLC1_Instant_Power,A,2020-03-16,13064.582458500001,227.69044306451823,13358.431641,12728.166992,16
1548,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,6ETLC1_Instant_Power,Pharmacy,6ETLC1_Instant_Power,W,2020-05-01,12682.301371291665,108.22371063524616,13395.657227,12611.712891,48
1549,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,Current A,Pharmacy,6ETLC1_CurrentA,A,2020-03-16,7.708040187499999,0.6653907748497081,8.175934,6.723321,16
1550,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,Current A,Pharmacy,6ETLC1_CurrentA,A,2020-05-01,6.613305124999999,0.3201630689925174,8.758123,6.501424,48
1551,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,Current B,Pharmacy,6ETLC1_CurrentB,A,2020-03-16,25.276173687500002,0.23321225370227883,25.853603,25.029335,16
1552,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,Current B,Pharmacy,6ETLC1_CurrentB,A,2020-05-01,25.15413339583333,0.1946062545957255,25.530062,24.878304,48
1553,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,Current C,Pharmacy,6ETLC1_CurrentC,A,2020-03-16,4.901822375,0.016720029907768243,4.922831,4.85784,16
1554,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,Current C,Pharmacy,6ETLC1_CurrentC,A,2020-05-01,4.893079875000001,0.02764819959866976,4.958657,4.850939,48
1555,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,Demand,Pharmacy,6ETLC1_Demand,A,2020-03-16,13073.248230062498,236.79680527226296,13362.063477,12737.719727,16
1556,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,Demand,Pharmacy,6ETLC1_Demand,W,2020-05-01,12687.54372152083,111.45425702843605,13393.848633,12611.128906,48
1557,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,Voltage A,Pharmacy,6ETLC1_Voltage_A_N,A,2020-03-16,348.14111331249995,1.765200283568256,350.732269,345.991272,16
1558,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,Voltage A,Pharmacy,6ETLC1_Voltage_A_N,V,2020-05-01,348.3029258333332,2.5908542787534072,351.236633,342.965088,48
1559,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,Voltage B,Pharmacy,6ETLC1_Voltage_B_N,A,2020-03-16,348.97673037499993,1.6192937039381767,351.142975,347.0,16
1560,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,Voltage B,Pharmacy,6ETLC1_Voltage_B_N,V,2020-05-01,349.1998850625,2.5805664962058907,352.153442,343.362244,48
1561,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,Voltage C,Pharmacy,6ETLC1_Voltage_C_N,A,2020-03-16,350.73454093749996,1.4778968181118914,354.382965,349.460968,16
1562,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,Voltage C,Pharmacy,6ETLC1_Voltage_C_N,V,2020-05-01,351.17751887500003,2.8341973569711287,354.382965,346.015594,48
1563,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,6ETLE1_EnergyPosSum,Pharmacy,6ETLE1_EnergyPosSum,A,2020-03-16,1714800.640625,60.09487074276963,1714895.375,1714706.0,16
1564,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,6ETLE1_EnergyPosSum,Pharmacy,6ETLE1_EnergyPosSum,kWh,2020-05-01,1741597.2395833333,170.85561987048212,1741882.75,1741309.625,48
1565,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,6ETLE1_EnergyPosSumNR,Pharmacy,6ETLE1_EnergyPosSumNR,A,2020-03-16,1714800.7265625,59.98892638697341,1714895.375,1714706.375,16
1566,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,6ETLE1_EnergyPosSumNR,Pharmacy,6ETLE1_EnergyPosSumNR,kWh,2020-05-01,1741597.3958333333,170.79580888665842,1741882.75,1741309.625,48
1567,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,6ETLE1_Instant_Power,Pharmacy,6ETLE1_Instant_Power,A,2020-03-16,25247.876220812497,216.52771899656057,25873.535156,24841.335938,16
1568,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,6ETLE1_Instant_Power,Pharmacy,6ETLE1_Instant_Power,W,2020-05-01,24379.375162791654,202.74335430487238,24683.242188,24045.8125,48
1569,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,Current A,Pharmacy,6ETLE1_CurrentA,A,2020-03-16,13.483206187500002,0.30525011334711966,13.776109,12.37355,16
1570,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,Current A,Pharmacy,6ETLE1_CurrentA,A,2020-05-01,11.817568875000005,0.5261481880854072,12.480416,11.043966,48
1571,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,Current B,Pharmacy,6ETLE1_CurrentB,A,2020-03-16,46.75404718750001,0.3485932703238766,47.322079,46.233704,16
1572,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,Current B,Pharmacy,6ETLE1_CurrentB,A,2020-05-01,46.04060097916666,0.3255481992093418,46.773472,45.580177,48
1573,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,Current C,Pharmacy,6ETLE1_CurrentC,A,2020-03-16,12.730316,0.3275207602415459,13.943591,12.575309,16
1574,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,Current C,Pharmacy,6ETLE1_CurrentC,A,2020-05-01,12.648170187499998,0.1313938670877873,13.252506,12.523396,48
1575,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,Demand,Pharmacy,6ETLE1_Demand,A,2020-03-16,25192.877197125,132.62408093190518,25383.257812,24872.820312,16
1576,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,Demand,Pharmacy,6ETLE1_Demand,W,2020-05-01,24392.720865812502,196.4902493994225,24656.490234,24059.205078,48
1577,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,Voltage A,Pharmacy,6ETLE1_Voltage_A_N,A,2020-03-16,348.72113043750005,1.8027519642457877,351.438385,346.495636,16
1578,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,Voltage A,Pharmacy,6ETLE1_Voltage_A_N,V,2020-05-01,348.7946784999999,2.4186020103004395,351.539246,342.965118,48
1579,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,Voltage B,Pharmacy,6ETLE1_Voltage_B_N,A,2020-03-16,349.38891974999996,1.8514701808991556,351.633087,346.903442,16
1580,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,Voltage B,Pharmacy,6ETLE1_Voltage_B_N,V,2020-05-01,349.24815687499995,2.338947025457009,351.729645,343.814697,48
1581,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,Voltage C,Pharmacy,6ETLE1_Voltage_C_N,A,2020-03-16,348.33269125000004,1.4647156420557073,350.948792,347.098694,16
1582,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,Voltage C,Pharmacy,6ETLE1_Voltage_C_N,V,2020-05-01,349.09778662499997,2.523737059660363,351.936005,343.446106,48
1583,Elec Submeters LEED-6ETLW1,Pharmacy Utilities,6ETLW1_EnergyPosSum,Pharmacy,6ETLW1_EnergyPosSum,A,2020-03-16,407355.521484375,14.552217036258456,407378.46875,407332.59375,16
1584,Elec Submeters LEED-6ETLW1,Pharmacy Utilities,6ETLW1_EnergyPosSum,Pharmacy,6ETLW1_EnergyPosSum,kWh,2020-05-01,414053.07421875,43.57515147236325,414126.1875,413979.9375,48
1585,Elec Submeters LEED-6ETLW1,Pharmacy Utilities,6ETLW1_EnergyPosSumNR,Pharmacy,6ETLW1_EnergyPosSumNR,A,2020-03-16,407355.3515625,14.559435031546807,407378.3125,407332.4375,16
1586,Elec Submeters LEED-6ETLW1,Pharmacy Utilities,6ETLW1_EnergyPosSumNR,Pharmacy,6ETLW1_EnergyPosSumNR,kWh,2020-05-01,414052.875,43.56888422797445,414126.03125,413979.78125,48
1587,Elec Submeters LEED-6ETLW1,Pharmacy Utilities,6ETLW1_Instant_Power,Pharmacy,6ETLW1_Instant_Power,A,2020-03-16,6122.0119018125,29.94533921588908,6224.908691,6095.192871,16
1588,Elec Submeters LEED-6ETLW1,Pharmacy Utilities,6ETLW1_Instant_Power,Pharmacy,6ETLW1_Instant_Power,W,2020-05-01,6225.4091491875,16.72787736531109,6273.060059,6194.430664,48
1589,Elec Submeters LEED-6ETLW1,Pharmacy Utilities,Current A,Pharmacy,6ETLW1_CurrentA,A,2020-03-16,5.368864749999999,0.01712110118537947,5.394931,5.335324,16
1590,Elec Submeters LEED-6ETLW1,Pharmacy Utilities,Current A,Pharmacy,6ETLW1_CurrentA,A,2020-05-01,5.412226166666668,0.017217882960201582,5.453434,5.387512,48
1591,Elec Submeters LEED-6ETLW1,Pharmacy Utilities,Current B,Pharmacy,6ETLW1_CurrentB,A,2020-03-16,11.070840062500002,0.08860850696290898,11.337592,11.00034,16
1592,Elec Submeters LEED-6ETLW1,Pharmacy Utilities,Current B,Pharmacy,6ETLW1_CurrentB,A,2020-05-01,11.244673895833332,0.07690628423046983,11.44628,11.073106,48
1593,Elec Submeters LEED-6ETLW1,Pharmacy Utilities,Current C,Pharmacy,6ETLW1_CurrentC,A,2020-03-16,1.3253669375,0.02004840406439293,1.368345,1.290619,16
1594,Elec Submeters LEED-6ETLW1,Pharmacy Utilities,Current C,Pharmacy,6ETLW1_CurrentC,A,2020-05-01,1.4870583749999995,0.030727873471315035,1.570598,1.420827,48
1595,Elec Submeters LEED-6ETLW1,Pharmacy Utilities,Demand,Pharmacy,6ETLW1_Demand,A,2020-03-16,6118.5640564375,14.792337742263433,6147.911133,6088.638184,16
1596,Elec Submeters LEED-6ETLW1,Pharmacy Utilities,Demand,Pharmacy,6ETLW1_Demand,W,2020-05-01,6225.170023562499,15.353789429633819,6246.849609,6198.497559,48
