id,ahu,ahuMode,air,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,chilled,cmd,co2,connRef,cool,cooling,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,final,flow,groupRef,heat,heating,heatingMode,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,lifeBAHU1_VAV,lifeBAHU2_VAV,lifePHAHU1_VAV,life_B_AHU2,life_PHAHU2_VAV,lowLim,mixed,mode,motion,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,ptTest,pump,quantityID,return,run,scheduleOcc,sensor,shortName,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,tags,temp,testUnits,tlName,transfer,tz,unit,utilityPoint,valve,vav,vavMode,volume,water,zone,mod
@p:ubcv:r:236e3fb4-25f9f3a3 Life Building Unsorted Points THX_CV_A5_TC7,"","","",@p:ubcv:r:236ca830-bc70345b LIFE LIFE_THERMENEX_560200,"",TL30,✓,THX_CV_A5_TC7,"","","",@p:ubcv:r:236ca830-bc70345b LIFE LIFE_THERMENEX_560200,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:35:00-07:00 Los_Angeles,"","","",161583,2018-10-29T06:00:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:27.06-07:00 Los_Angeles,2018-11-28T16:32:46.973-08:00 Los_Angeles,"","","","","","","","","","",THX_CV_A5_TC7,✓,AO1402,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",THX_CV_A5_TC7_TL,"",Los_Angeles,%,"","","","","","","",2020-04-09T19:02:18.655Z UTC
@p:ubcv:r:236cb259-33cfd23d Life Building Unsorted Points ATHLETICS_B_VAV05_RM0057D_FLW_SP,"","",✓,@p:ubcv:r:236ca3c3-746dcacb LIFE ATHLETICS_B_VAV05_RM0057D B_AHU_1 CP560008,"",TL4,✓,ATHLETICS_B_VAV05_RM0057D_FLW_SP,"","","",@p:ubcv:r:236ca3c3-746dcacb LIFE ATHLETICS_B_VAV05_RM0057D B_AHU_1 CP560008,"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","",✓,@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:38:42-07:00 Los_Angeles,"","","",80896,2018-10-28T17:08:23-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:40:46.089-07:00 Los_Angeles,2019-01-23T16:53:22.748-08:00 Los_Angeles,"","","","","","","","","","",Discharge Air Flow Sp,"",AV5,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"",✓,"","","","",@p:ubcv:r:23e65d0e-5f6d8aaa (.+_)?(V|S)AVS?.+_FLO?W_SP(_LPS|_TL)?,"","","",ATHLETICS_B_VAV05_RM0057D_FLW_SP_TL,"",Los_Angeles,L/s,"","","","","","","",2020-04-09T19:02:17.843Z UTC
@p:ubcv:r:236e3fb6-eacdcd65 Life Building Unsorted Points B_EF5_LEAVING_AIR_TEMP_LAT,"","","",@p:ubcv:r:236ca830-acfd907b LIFE LIFE_AMS_560400,"",TL20,✓,B_EF5_LEAVING_AIR_TEMP_LAT,"","","",@p:ubcv:r:236ca830-acfd907b LIFE LIFE_AMS_560400,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",53953,2018-10-28T13:15:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:25.536-07:00 Los_Angeles,2018-11-28T16:32:59.04-08:00 Los_Angeles,"","","","","","","","","","",B_EF5_LEAVING_AIR_TEMP_LAT,✓,AI1506,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",B_EF5_LEAVING_AIR_TEMP_LAT_TL,"",Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:18.71Z UTC
@p:ubcv:r:236e3bf6-3cef1ac1 Life Building Unsorted Points G_VAV13_RM1030_1040_OperationMode,"","","",@p:ubcv:r:236ca423-6c1c37ba LIFE G_VAV13_RM1030_1040 AHU1 CP560043,"",TL13,✓,G_VAV13_RM1030_1040_OperationMode,"","","",@p:ubcv:r:236ca423-6c1c37ba LIFE G_VAV13_RM1030_1040 AHU1 CP560043,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","Occupied,Standby,Unoccupied","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T07:00:05-07:00 Los_Angeles,"","","",905,2018-11-17T20:00:15-08:00 Los_Angeles,ok,"","","",Str,2020-05-12T15:40:54.307-07:00 Los_Angeles,2019-01-23T16:52:57.225-08:00 Los_Angeles,"","","","","","","","",✓,"",Operation Mode,"",MSV3,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"",✓,"","","","",@p:ubcv:r:254a170a-20a4f0b2 .+_OperationMode(_TL)?,"","","",G_VAV13_RM1030_1040_OperationMode_TL,"",Los_Angeles,"","","","",✓,"","","",2020-04-08T23:18:35.568Z UTC
@p:ubcv:r:236e408b-c76cfe1a Life Building Unsorted Points AMS_B_VAV21_RM0021_RT_AV,"","",✓,@p:ubcv:r:236cb140-3cc31aad LIFE AMS_B_VAV21_RM0021 B_AHU2,"",TL1,✓,AMS_B_VAV21_RM0021_RT_AV,"","","",@p:ubcv:r:236cb140-3cc31aad LIFE AMS_B_VAV21_RM0021 B_AHU2,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:38:16-07:00 Los_Angeles,"","","",80268,2018-10-31T07:18:40-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:59.095-07:00 Los_Angeles,2019-01-23T16:53:25.715-08:00 Los_Angeles,"","","","","","","","","","",Zone Temp,"",AV24,"","","","","",✓,"","","","","","","","","",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"",AMS_B_VAV21_RM0021_RT_TL,"",Los_Angeles,°C,"","","","","","",✓,2020-04-09T19:02:18.791Z UTC
@p:ubcv:r:236e3c6d-f2393d8b Life Building Unsorted Points G_VAV07_RM1007_1009_SAT,"","",✓,@p:ubcv:r:236ca423-29ee0700 LIFE G_VAV07_RM1007_1009 AHU2 CP560048,"",TL7,✓,G_VAV07_RM1007_1009_SAT,"","","",@p:ubcv:r:236ca423-29ee0700 LIFE G_VAV07_RM1007_1009 AHU2 CP560048,"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:31:19-07:00 Los_Angeles,"","","",80724,2018-10-29T22:29:24-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:41:01.796-07:00 Los_Angeles,2019-01-23T16:52:58.028-08:00 Los_Angeles,"","","","","","","","","","",Discharge Air Temp,"",AI1,"","","","","",✓,"","","","","","","","","",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,"",✓,"",G_VAV07_RM1007_1009_SAT_TL,"",Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:18.084Z UTC
@p:ubcv:r:236e3ea8-89d2fd83 Life Building Unsorted Points L2_FCU02_RM2006_SF_S_BV,"","",✓,@p:ubcv:r:236caa97-229ed96e LIFE L2_FCU02_RM2006 CP560142,"",TL1,✓,L2_FCU02_RM2006_SF_S_BV,"","","",@p:ubcv:r:236caa97-229ed96e LIFE L2_FCU02_RM2006 CP560142,"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","OFF,ON","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"",✓,"","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T08:13:22-07:00 Los_Angeles,"","","",1296,2019-05-10T09:19:05-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:38:29.358-07:00 Los_Angeles,2019-01-23T16:53:01.722-08:00 Los_Angeles,"","","","","","","","","","",Discharge Fan Run Status,"",BV1,"","","","","",✓,"","","",✓,"","","",✓,"",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:23e65d0f-5568e722 .+_SF(\d+)?(_(S|N)\d_\d+)?_F?S(_BV)?(_TL)?,"","","",L2_FCU02_RM2006_SF_S_TL,"",Los_Angeles,"","","","","","","","",2020-04-08T23:17:37.097Z UTC
@p:ubcv:r:236e3e98-1136baa2 Life Building Unsorted Points L2_VAV09_RM2602_SAT,"","",✓,@p:ubcv:r:236caa97-968509be LIFE L2_VAV09_RM2602 AHU2 CP560140,"",TL7,✓,L2_VAV09_RM2602_SAT,"","","",@p:ubcv:r:236caa97-968509be LIFE L2_VAV09_RM2602 AHU2 CP560140,"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:37:37-07:00 Los_Angeles,"","","",80712,2018-10-29T22:27:58-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:36.625-07:00 Los_Angeles,2019-01-23T16:53:12.067-08:00 Los_Angeles,"","","","","","","","","","",Discharge Air Temp,"",AI1,"","","","","",✓,"","","","","","","","","",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,"",✓,"",L2_VAV09_RM2602_SAT_TL,"",Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:18.404Z UTC
@p:ubcv:r:236e3c96-56897faa Life Building Unsorted Points G_RM1075_TF1_C,"","",✓,@p:ubcv:r:236ca423-61a8db57 LIFE G_FCU01_RM1075 CP560051,"",TL11,✓,G_RM1075_TF1_C,"",✓,"",@p:ubcv:r:236ca423-61a8db57 LIFE G_FCU01_RM1075 CP560051,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"",✓,"","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","","","","","","","",ok,"","","",Bool,2020-05-12T15:40:48.392-07:00 Los_Angeles,2019-01-23T16:53:28.488-08:00 Los_Angeles,"","","","","","","","","","",Transfer Fan Run Cmd,"",BO2,"","","","","",✓,"","","","","","","",✓,"","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:23e65d0f-9a1d70ca .+_TF(\d+)?(_(S|N)\d_\d+)?_F?C(_TL)?,"","","",G_RM1075_TF1_C_TL,✓,Los_Angeles,"","","","","","","","",2020-04-08T23:17:36.863Z UTC
@p:ubcv:r:236e413c-e28acdbb Life Building Unsorted Points AMS_B_VAV32_RM0026_OperationMode,"","","",@p:ubcv:r:236cb140-2d30876d LIFE AMS_B_VAV32_RM0026 B_AHU2,"",TL13,✓,AMS_B_VAV32_RM0026_OperationMode,"","","",@p:ubcv:r:236cb140-2d30876d LIFE AMS_B_VAV32_RM0026 B_AHU2,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","Occupied,Standby,Unoccupied","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T06:00:10-07:00 Los_Angeles,"","","",870,2018-11-17T20:03:23-08:00 Los_Angeles,ok,"","","",Str,2020-05-12T15:38:59.386-07:00 Los_Angeles,2019-01-23T16:53:09.024-08:00 Los_Angeles,"","","","","","","","",✓,"",Operation Mode,"",MSV3,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"",✓,"","","","",@p:ubcv:r:254a170a-20a4f0b2 .+_OperationMode(_TL)?,"","","",AMS_B_VAV32_RM0026_OperationMode_TL,"",Los_Angeles,"","","","",✓,"","","",2020-04-08T23:18:35.534Z UTC
@p:ubcv:r:236e40aa-19e1bab7 Life Building Unsorted Points AMS_B_VAV23_RM0030_OperationMode,"","","",@p:ubcv:r:236cb140-8d8e4d15 LIFE AMS_B_VAV23_RM0030_BAHU2_FF2_CP560412,"",TL13,✓,AMS_B_VAV23_RM0030_OperationMode,"","","",@p:ubcv:r:236cb140-8d8e4d15 LIFE AMS_B_VAV23_RM0030_BAHU2_FF2_CP560412,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","Occupied,Standby,Unoccupied","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T06:00:10-07:00 Los_Angeles,"","","",752,2018-11-19T05:00:20-08:00 Los_Angeles,ok,"","","",Str,2020-05-12T15:38:57.624-07:00 Los_Angeles,2019-01-23T16:52:51.024-08:00 Los_Angeles,"","","","","","","","",✓,"",Operation Mode,"",MSV3,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"",✓,"","","","",@p:ubcv:r:254a170a-20a4f0b2 .+_OperationMode(_TL)?,"","","",AMS_B_VAV23_RM0030_OperationMode_TL,"",Los_Angeles,"","","","",✓,"","","",2020-04-08T23:18:35.576Z UTC
@p:ubcv:r:236e3bc2-fd36cb65 Life Building Unsorted Points G_VAV23_RM1050_RT_AV,"","",✓,@p:ubcv:r:236ca423-f4833af9 LIFE G_VAV23_RM1050 AHU1 CP560041,"",TL1,✓,G_VAV23_RM1050_RT_AV,"","","",@p:ubcv:r:236ca423-f4833af9 LIFE G_VAV23_RM1050 AHU1 CP560041,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:31:09-07:00 Los_Angeles,"","","",80726,2018-10-29T21:59:16-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:55.503-07:00 Los_Angeles,2019-01-23T16:52:58.061-08:00 Los_Angeles,"","","","","","","","","","",Zone Temp,"",AV24,"","","","","",✓,"","","","","","","","","",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"",G_VAV23_RM1050_RT_TL,"",Los_Angeles,°C,"","","","","","",✓,2020-04-09T19:02:18.015Z UTC
@p:ubcv:r:236e3d4b-c50f2cf0 Life Building Unsorted Points ATHLETICS_G_VAV33_RM1330_CO2_SP,"","","",@p:ubcv:r:236ca423-839d25f9 LIFE ATHLETICS_G_VAV33_RM1330 AHU2 CP560058,"",TL12,✓,ATHLETICS_G_VAV33_RM1330_CO2_SP,"","","",@p:ubcv:r:236ca423-839d25f9 LIFE ATHLETICS_G_VAV33_RM1330 AHU2 CP560058,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:37:20-07:00 Los_Angeles,"","","",80285,2018-10-31T07:57:40-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:40:54.796-07:00 Los_Angeles,2018-11-28T16:32:27.16-08:00 Los_Angeles,"","","","","","","","","","",ATHLETICS_G_VAV33_RM1330_CO2_SP,✓,AV42,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",ATHLETICS_G_VAV33_RM1330_CO2_SP_TL,"",Los_Angeles,ppm,"","","","","","","",2020-04-09T19:02:18.167Z UTC
@p:ubcv:r:236e40aa-ad9ec16a Life Building Unsorted Points AMS_B_VAV23_RM0030_DMP,"","",✓,@p:ubcv:r:236cb140-8d8e4d15 LIFE AMS_B_VAV23_RM0030_BAHU2_FF2_CP560412,"",TL6,✓,AMS_B_VAV23_RM0030_DMP,"",✓,"",@p:ubcv:r:236cb140-8d8e4d15 LIFE AMS_B_VAV23_RM0030_BAHU2_FF2_CP560412,"","","","","","",✓,"","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",80273,2018-10-31T08:00:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:59.818-07:00 Los_Angeles,2019-01-23T16:52:48.854-08:00 Los_Angeles,"","",✓,"","","","","","","",Discharge Air Damper Cmd,"",AV16,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:23e65d0e-f295c554 (.+_)?VAV.+_DMP(_TL)?,"","","",AMS_B_VAV23_RM0030_DMP_TL,"",Los_Angeles,%,"","",✓,"","","","",2020-04-09T19:02:18.807Z UTC
@p:ubcv:r:260e5410-b0e6eb7c Life Building Unsorted Points THX_C_CH1_CIR_B_DIS_PRES,"","","",@p:ubcv:r:236ca830-bc70345b LIFE LIFE_THERMENEX_560200,"",TL63,"",THX_C_CH1_CIR_B_DIS_PRES,"","","",@p:ubcv:r:236ca830-bc70345b LIFE LIFE_THERMENEX_560200,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:257a8c0e-cd78de78 Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:257a8c0e-32638256 Unsorted Points,"","","","",✓,"","","",2020-05-12T15:38:00-07:00 Los_Angeles,"","","",70818,2020-03-24T11:21:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:27.354-07:00 Los_Angeles,"","","","","","","","","","","",THX_C_CH1_CIR_B_DIS_PRES,✓,AV42,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",THX_C_CH1_CIR_B_DIS_PRES_TL,"",Los_Angeles,kPa,"","","","","","","",2020-04-09T19:02:18.666Z UTC
@p:ubcv:r:236e3e3c-9b0ddc6b Life Building Unsorted Points L2_VAV12_RM2512_RT_SP,"","",✓,@p:ubcv:r:236caa97-872dfb3e LIFE L2_VAV12_RM2512 AHU1 CP560136,"",TL2,✓,L2_VAV12_RM2512_RT_SP,"","","",@p:ubcv:r:236caa97-872dfb3e LIFE L2_VAV12_RM2512 AHU1 CP560136,"","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:30:39-07:00 Los_Angeles,"","","",80721,2018-10-29T22:07:59-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:39:01.376-07:00 Los_Angeles,2019-01-23T16:53:06.488-08:00 Los_Angeles,"","","","","","","","","","",Zone Temp Effective Sp,"",AV6,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,"",L2_VAV12_RM2512_RT_SP_TL,"",Los_Angeles,°C,"","","","","","",✓,2020-04-09T19:02:18.359Z UTC
@p:ubcv:r:236e413c-759ebe54 Life Building Unsorted Points AMS_B_VAV32_RM0026_DMP,"","",✓,@p:ubcv:r:236cb140-2d30876d LIFE AMS_B_VAV32_RM0026 B_AHU2,"",TL6,✓,AMS_B_VAV32_RM0026_DMP,"",✓,"",@p:ubcv:r:236cb140-2d30876d LIFE AMS_B_VAV32_RM0026 B_AHU2,"","","","","","",✓,"","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:34:34-07:00 Los_Angeles,"","","",80286,2018-10-31T07:54:55-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:59.683-07:00 Los_Angeles,2019-01-23T16:52:55.816-08:00 Los_Angeles,"","",✓,"","","","","","","",Discharge Air Damper Cmd,"",AV16,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:23e65d0e-f295c554 (.+_)?VAV.+_DMP(_TL)?,"","","",AMS_B_VAV32_RM0026_DMP_TL,"",Los_Angeles,%,"","",✓,"","","","",2020-04-09T19:02:18.876Z UTC
@p:ubcv:r:236cb1b8-ad1e4ab0 Life Building Unsorted Points ATHLETICS_B_AHU1_P_B_7_SPD_FB,"","","",@p:ubcv:r:236c9ce1-c9662f72 LIFE LIFE_ATHLETICS_AHU1_560000_BBMD47804_REG35600,"",TL37,✓,ATHLETICS_B_AHU1_P_B_7_SPD_FB,"","","",@p:ubcv:r:236c9ce1-c9662f72 LIFE LIFE_ATHLETICS_AHU1_560000_BBMD47804_REG35600,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T05:01:23-07:00 Los_Angeles,"","","",3922,2018-10-26T18:34:51-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:38:24.946-07:00 Los_Angeles,2019-01-23T16:53:16.309-08:00 Los_Angeles,"","","","","","","","","","",ATHLETICS_B_AHU1_P_B_7_SPD_FB,✓,BI1202,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",ATHLETICS_B_AHU1_P_B_7_SPD_FB_TL,"",Los_Angeles,"","","","","","","","",2020-04-08T23:17:37.307Z UTC
@p:ubcv:r:236e3ece-34b5f26c Life Building Unsorted Points L2_VAV08_RM2104_FLW,"","",✓,@p:ubcv:r:236caa97-ecdc1ce3 LIFE L2_VAV08_RM2104 AHU2 CP560144,"",TL3,✓,L2_VAV08_RM2104_FLW,"","","",@p:ubcv:r:236caa97-ecdc1ce3 LIFE L2_VAV08_RM2104 AHU2 CP560144,"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","",✓,@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:32:09-07:00 Los_Angeles,"","","",79980,2018-10-29T22:00:12-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:35.398-07:00 Los_Angeles,2019-01-23T16:53:26.557-08:00 Los_Angeles,"","","","","","","","","","",Discharge Air Flow,"",AV18,"","","","","",✓,"","","","","","","","","",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",L2_VAV08_RM2104_FLW_TL,"",Los_Angeles,L/s,"","","","","","","",2020-04-09T19:02:18.434Z UTC
@p:ubcv:r:236e3ea0-b3747251 Life Building Unsorted Points L2_RM2002_TF1_S,"","",✓,@p:ubcv:r:236cac00-8d22df6e LIFE L2_FCU01_RM2002 CP560141,"",TL12,✓,L2_RM2002_TF1_S,"","","",@p:ubcv:r:236cac00-8d22df6e LIFE L2_FCU01_RM2002 CP560141,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"",✓,"","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",80273,2018-10-31T08:00:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:58.524-07:00 Los_Angeles,2019-01-23T16:52:53.86-08:00 Los_Angeles,"","","","","","","","","","","Transfer Fan Run ","",AI5,"","","","","",✓,"","","","","","","",✓,"",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:23e65d0f-36e2b4da .+_TF(\d+)?(_(S|N)\d_\d+)?_F?S(_BV)?(_TL)?,"","","",L2_RM2002_TF1_S_TL,✓,Los_Angeles,A,"","","","","","","",2020-04-09T19:02:18.409Z UTC
@p:ubcv:r:236e3ba9-d1693d27 Life Building Unsorted Points G_VAV14_RM1050_1057_FLW_SP,"","",✓,@p:ubcv:r:236ca423-6ae75698 LIFE G_VAV14_RM1050_1057 AHU1 CP560040,"",TL4,✓,G_VAV14_RM1050_1057_FLW_SP,"","","",@p:ubcv:r:236ca423-6ae75698 LIFE G_VAV14_RM1050_1057 AHU1 CP560040,"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","",✓,@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:35:30-07:00 Los_Angeles,"","","",80730,2018-10-29T22:17:02-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:33.366-07:00 Los_Angeles,2019-01-23T16:52:57.985-08:00 Los_Angeles,"","","","","","","","","","",Discharge Air Flow Sp,"",AV5,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"",✓,"","","","",@p:ubcv:r:23e65d0e-5f6d8aaa (.+_)?(V|S)AVS?.+_FLO?W_SP(_LPS|_TL)?,"","","",G_VAV14_RM1050_1057_FLW_SP_TL,"",Los_Angeles,L/s,"","","","","","","",2020-04-09T19:02:18.006Z UTC
