id,air,ancillaryImport,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,chilled,cmd,co2,connRef,cooling,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,flow,gas,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,mixed,mode,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,power,pressure,primaryLoop,ptTest,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,testUnits,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:23d4f52e-7fba1eb9 Ponderosa North Unsorted Points POND2_VAV_324_DMP,✓,"",@p:ubcv:r:23d4e563-00688c66 PONDN POND2_AHU2_VAV_324_RM3001_02_03 (730324),"",TL6,✓,POND2_VAV_324_DMP,"",✓,"",@p:ubcv:r:23d4e563-00688c66 PONDN POND2_AHU2_VAV_324_RM3001_02_03 (730324),"","","","","",✓,"","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:41:57-07:00 Los_Angeles,"","","",69005,2019-01-17T03:41:23-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:49:47.493-07:00 Los_Angeles,2019-01-23T16:53:21.561-08:00 Los_Angeles,"","","",Discharge Air Damper Cmd,"",AV16,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:23e65d0e-f295c554 (.+_)?VAV.+_DMP(_TL)?,"","",POND2_VAV_324_DMP_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:38.476Z UTC
@p:ubcv:r:23d4f684-71f6b9ef Ponderosa North Unsorted Points POND2_VAV_337_DP,✓,"",@p:ubcv:r:23d4e5de-f3c356fd PONDN POND2_AHU2_VAV_337_RM3077 (730337),"",TL5,✓,POND2_VAV_337_DP,"","","",@p:ubcv:r:23d4e5de-f3c356fd PONDN POND2_AHU2_VAV_337_RM3077 (730337),"","","","","","",✓,"",✓,$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:41:55-07:00 Los_Angeles,"","","",69008,2019-01-17T03:31:12-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:45:54.615-07:00 Los_Angeles,"","","","",Discharge Air Differential Pressure,"",AI5,"","","","",✓,"",✓,"","","","","","","",✓,@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:23e65d0e-247ed83f (.+_)?VAV(_)?\w?\d+\w?(_.+)?_DP(_TL)?,"","",POND2_VAV_337_DP_TL,Los_Angeles,Pa,"","","","","",2020-04-09T19:02:38.555Z UTC
@p:ubcv:r:23d4ed60-cc362ff3 Ponderosa North Unsorted Points POND2_FC115_Space Temperature,"","",@p:ubcv:r:23d4dde8-cab9ea2a PONDN POND2_FC115_RM1003_eZFC (730115),"",TL1,✓,POND2_FC115_Space Temperature,"","","",@p:ubcv:r:23d4dde8-cab9ea2a PONDN POND2_FC115_RM1003_eZFC (730115),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",46517,2019-01-13T12:45:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:50:43.852-07:00 Los_Angeles,"","","","",POND2_FC115_Space Temperature,✓,AV1,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_FC115_Space Temperature TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:38.049Z UTC
@p:ubcv:r:23d4f26e-9a5a3197 Ponderosa North Unsorted Points POND2_FC238_Fan Mode,"","",@p:ubcv:r:23d4e414-dc0348a5 PONDN POND2_FC238_RM2007_8_9_10_eZFC (730238),"",TL4,✓,POND2_FC238_Fan Mode,"","","",@p:ubcv:r:23d4e414-dc0348a5 PONDN POND2_FC238_RM2007_8_9_10_eZFC (730238),"","","","","","","","","",$equipRef $bmsName,"","","","","","","Auto Fan,Fan Off,Fan Speed 1,Fan Speed 2,Fan Speed 3","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","-1 enumNumberToStr(self, false)","","","","","","",ok,"","","",Str,2020-05-12T15:50:45.465-07:00 Los_Angeles,"","","","",POND2_FC238_Fan Mode,✓,MSV8,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_FC238_Fan Mode TL,Los_Angeles,"","","","","","",2020-04-08T18:51:56.115Z UTC
@p:ubcv:r:23d4f76f-a6cd3180 Ponderosa North Unsorted Points HRV_05_PC,"","",@p:ubcv:r:23d4dcf3-d0358a96 PONDN POND2_HRV1_HRV5_CP731800 (731800),"",TL2,✓,HRV_05_PC,"","","",@p:ubcv:r:23d4dcf3-d0358a96 PONDN POND2_HRV1_HRV5_CP731800 (731800),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T12:41:37-07:00 Los_Angeles,"","","",6118,2019-01-13T16:11:12-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:48:08.304-07:00 Los_Angeles,"","","","",HRV_05_PC,✓,BO10,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",HRV_05_PC_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:51:29.83Z UTC
@p:ubcv:r:23d4ebd9-c1ebd0e9 Ponderosa North Unsorted Points P26 DHW_HEX_6_7_P26_SPD,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL113,✓,DHW_HEX_6_7_P26_SPD,"",✓,"",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","",P26,@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:47:04-07:00 Los_Angeles,"","","",340192,2019-01-18T05:34:55-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:43.584-07:00 Los_Angeles,2019-01-23T16:53:20.703-08:00 Los_Angeles,"","","",Speed Cmd,"",AO1401,"","","","",✓,"","","","",✓,"","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","",✓,"","",@p:ubcv:r:23e65d0f-375a5dca .+_P(HX)?\d+[A-Z]?(_VFD)?_SPD(_AV)?(_TL)?,"","",DHW_HEX_6_7_P26_SPD_POLL_TL,Los_Angeles,%,"","","","","",2020-05-12T11:03:27.341Z UTC
@p:ubcv:r:23d4f6be-e69700c4 Ponderosa North Unsorted Points POND2_VAV_339_RT_AV,✓,"",@p:ubcv:r:23d4e563-895f7752 PONDN POND2_AHU2_VAV_339_RM3074 (730339),"",TL1,✓,POND2_VAV_339_RT_AV,"","","",@p:ubcv:r:23d4e563-895f7752 PONDN POND2_AHU2_VAV_339_RM3074 (730339),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:41:55-07:00 Los_Angeles,"","","",69006,2019-01-17T03:40:57-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:46:54.564-07:00 Los_Angeles,2019-01-23T16:52:59.302-08:00 Los_Angeles,"","","",Zone Temp,"",AV24,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,"",POND2_VAV_339_RT_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:38.565Z UTC
@p:ubcv:r:23d4ebda-f8590e94 Ponderosa North Unsorted Points DC_FAN1_C_BV,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL36,✓,DC_FAN1_C_BV,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T12:38:33-07:00 Los_Angeles,"","","",5151,2019-03-15T13:27:16-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:47:41.686-07:00 Los_Angeles,"","","","",DC_FAN1_C_BV,✓,BV25,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",DC_FAN1_C_BV_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:16.903Z UTC
@p:ubcv:r:23d4f718-cfee21ff Ponderosa North Unsorted Points HRV_07_CC_LWT,"","",@p:ubcv:r:23d4dcf3-1cf79c45 PONDN POND2_AHU_HRV_EF_CP730800 (730800),"",TL57,✓,HRV_07_CC_LWT,"","","",@p:ubcv:r:23d4dcf3-1cf79c45 PONDN POND2_AHU_HRV_EF_CP730800 (730800),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:53:34-07:00 Los_Angeles,"","","",339886,2019-01-18T06:09:28-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:53:35.513-07:00 Los_Angeles,2019-01-23T16:52:52.345-08:00 Los_Angeles,"","","",HRV_07_CC_LWT,✓,AI1503,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",HRV_07_HC_LWT_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:38.758Z UTC
@p:ubcv:r:23d4f149-f2d3dc8b Ponderosa North Unsorted Points POND2_FC211_FS_BV,"","",@p:ubcv:r:23d4e414-6559e673 PONDN POND2_FC211_RM2240 (730211),"",TL14,✓,POND2_FC211_FS_BV,"","","",@p:ubcv:r:23d4e414-6559e673 PONDN POND2_FC211_RM2240 (730211),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T07:00:40-07:00 Los_Angeles,"","","",974,2019-01-13T21:00:30-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:57:23.688-07:00 Los_Angeles,"","","","",POND2_FC211_FS_BV,✓,BV4,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_FS_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:39.906Z UTC
@p:ubcv:r:23d4eca3-b6e1cf7f Ponderosa North Unsorted Points POND2_FC107_RT_SP,✓,"",@p:ubcv:r:23d4dde8-58308d0d PONDN POND2_FC107_RM1230_32 (730107),"",TL6,✓,POND2_FC107_RT_SP,"","","",@p:ubcv:r:23d4dde8-58308d0d PONDN POND2_FC107_RM1230_32 (730107),"","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:44:40-07:00 Los_Angeles,"","","",339542,2019-01-18T05:40:59-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:45:53.451-07:00 Los_Angeles,2019-01-23T16:53:27.413-08:00 Los_Angeles,"","","",Zone Temp Effective Sp,"",AV7,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"",✓,"","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,"",POND2_FC107_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:38.014Z UTC
@p:ubcv:r:23d4f11e-f257bdb1 Ponderosa North Unsorted Points POND2_FC209_Occupied Setpoint,"","",@p:ubcv:r:23d4e414-c82f60e9 PONDN POND2_FC209_RM2274_A_2275_eZFC (730209),"",TL2,✓,POND2_FC209_Occupied Setpoint,"","","",@p:ubcv:r:23d4e414-c82f60e9 PONDN POND2_FC209_RM2274_A_2275_eZFC (730209),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",46516,2019-01-13T13:00:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:53:29.918-07:00 Los_Angeles,"","","","",POND2_FC209_Occupied Setpoint,✓,AV2,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_FC209_Occupied Setpoint TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:38.223Z UTC
@p:ubcv:r:23d4ed19-c7eec458 Ponderosa North Unsorted Points POND2_FC112_MODE,"","",@p:ubcv:r:23d4dde8-7bf38974 PONDN POND2_FC112_RM1009 (730112),"",TL9,✓,POND2_FC112_MODE,"","","",@p:ubcv:r:23d4dde8-7bf38974 PONDN POND2_FC112_RM1009 (730112),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OCCUPIED,OS,NSB_HTG,OVR,DAYSB_ON,DAYSB_OFF,UNOCCUPIED,PURGE","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","-1 enumNumberToStr(self, false)","","","","","","",ok,"","","",Str,2020-05-12T15:50:44.374-07:00 Los_Angeles,"","","","",POND2_FC112_MODE,✓,MSV1,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_FC112_MODE_TL,Los_Angeles,"","","","","","",2020-04-08T18:52:27.148Z UTC
@p:ubcv:r:23d4f5f9-6f2ad932 Ponderosa North Unsorted Points POND2_VAV_332_RT_AV,✓,"",@p:ubcv:r:23d4e563-336859f7 PONDN POND2_AHU2_VAV_332_RM3040_54_59_61_63 (730332),"",TL1,✓,POND2_VAV_332_RT_AV,"","","",@p:ubcv:r:23d4e563-336859f7 PONDN POND2_AHU2_VAV_332_RM3040_54_59_61_63 (730332),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:41:56-07:00 Los_Angeles,"","","",69006,2019-01-17T03:41:22-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:48:07.839-07:00 Los_Angeles,2019-01-23T16:52:52.117-08:00 Los_Angeles,"","","",Zone Temp,"",AV24,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,"",POND2_VAV_332_RT_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:38.523Z UTC
@p:ubcv:r:23d4ebda-35a4ebf1 Ponderosa North Unsorted Points BACNET_ELEC_MTR_DEV05_MTR01_KW,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL402,✓,BACNET_ELEC_MTR_DEV05_MTR01_KW,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",45940,2019-01-17T11:15:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:42.694-07:00 Los_Angeles,"","","","",BACNET_ELEC_MTR_DEV05_MTR01_KW,✓,AV1500,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",BACNET_ELEC_MTR_DEV05_MTR01_KW_POLL_TL,Los_Angeles,kW,"","","","","",2020-04-09T19:02:37.954Z UTC
@p:ubcv:r:23d4ebd9-40e78b28 Ponderosa North Unsorted Points HW_DP_SP_MASTER_AV,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL157,✓,HW_DP_SP_MASTER_AV,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:47:04-07:00 Los_Angeles,"","","",340190,2019-01-18T05:35:11-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:43.391-07:00 Los_Angeles,"","","","",HW_DP_SP_MASTER_AV,✓,AV40,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",HW_DP_SP_AV_POLL_TL,Los_Angeles,psi,"","","","","",2020-04-09T19:02:37.955Z UTC
@p:ubcv:r:23d4f718-0e410dbb Ponderosa North Unsorted Points HRV_07_PS_BV,"","",@p:ubcv:r:23d4dcf3-1cf79c45 PONDN POND2_AHU_HRV_EF_CP730800 (730800),"",TL22,✓,HRV_07_PS_BV,"","","",@p:ubcv:r:23d4dcf3-1cf79c45 PONDN POND2_AHU_HRV_EF_CP730800 (730800),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-04T06:02:22-07:00 Los_Angeles,"","","",710,2019-01-13T17:43:47-08:00 Los_Angeles,ok,"",✓,"",Bool,2020-05-12T15:53:35.699-07:00 Los_Angeles,"","","","",Pump Run Status,"",BV25,"","","","",✓,"","","","",✓,"","",✓,"",✓,@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:23e65d0f-e879dd15 .+_PS_BV(_TL)?,"","",HRV_07_PS_BV_COV_TL,Los_Angeles,"","","","",✓,"",2020-04-08T18:53:18.915Z UTC
@p:ubcv:r:23d4ebda-a00c7a96 Ponderosa North Unsorted Points DHWT_2_LWT,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL97,✓,DHWT_2_LWT,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:47:04-07:00 Los_Angeles,"","","",340189,2019-01-18T05:34:55-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:43.49-07:00 Los_Angeles,2019-01-23T16:53:12.759-08:00 Los_Angeles,"","","",DHWT_2_LWT,✓,AI2403,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",DHWT_2_LWT_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.959Z UTC
@p:ubcv:r:23d4f29e-1e51a8d8 Ponderosa North Unsorted Points POND2_FC240_Occupied Setpoint,"","",@p:ubcv:r:23d4e414-85509e03 PONDN POND2_FC240_RM2 (730240),"",TL2,✓,POND2_FC240_Occupied Setpoint,"","","",@p:ubcv:r:23d4e414-85509e03 PONDN POND2_FC240_RM2 (730240),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",46517,2019-01-13T12:45:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:50:46.311-07:00 Los_Angeles,"","","","",POND2_FC240_Occupied Setpoint,✓,AV2,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_FC240_Occupied Setpoint TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:38.283Z UTC
@p:ubcv:r:23d4f5fa-ef9d99c4 Ponderosa North Unsorted Points POND2_VAV_332_DMP_OP,"","",@p:ubcv:r:23d4e563-336859f7 PONDN POND2_AHU2_VAV_332_RM3040_54_59_61_63 (730332),"",TL91,✓,POND2_VAV_332_DMP_OP,"","","",@p:ubcv:r:23d4e563-336859f7 PONDN POND2_AHU2_VAV_332_RM3040_54_59_61_63 (730332),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T10:48:58-07:00 Los_Angeles,"","","",23728,2019-01-16T07:25:50-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:48:07.97-07:00 Los_Angeles,"","","","",POND2_VAV_332_DMP_OP,✓,BO5,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_VAV_332_Dmp_Close_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:58.964Z UTC
@p:ubcv:r:23d4ec72-305a6b52 Ponderosa North Unsorted Points POND2_FC105_RT_SP,✓,"",@p:ubcv:r:23d4dde7-51be5470 PONDN POND2_FC105_RM1226_28 (730105),"",TL6,✓,POND2_FC105_RT_SP,"","","",@p:ubcv:r:23d4dde7-51be5470 PONDN POND2_FC105_RM1226_28 (730105),"","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:50:39-07:00 Los_Angeles,"","","",339599,2019-01-18T05:36:59-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:50:43.564-07:00 Los_Angeles,2019-01-23T16:53:24.961-08:00 Los_Angeles,"","","",Zone Temp Effective Sp,"",AV7,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"",✓,"","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,"",POND2_FC105_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:38.006Z UTC
@p:ubcv:r:23d4f0dd-6f9a3a1e Ponderosa North Unsorted Points POND2_FC206_MODE,"","",@p:ubcv:r:23d4e414-b382a82f PONDN POND2_FC206_CORRIDOR_2220 (730206),"",TL9,✓,POND2_FC206_MODE,"","","",@p:ubcv:r:23d4e414-b382a82f PONDN POND2_FC206_CORRIDOR_2220 (730206),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OCCUPIED,OS,NSB_HTG,OVR,DAYSB_ON,DAYSB_OFF,UNOCCUPIED,PURGE","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T07:00:32-07:00 Los_Angeles,"","","",820,2019-01-14T06:02:35-08:00 Los_Angeles,ok,"","","",Str,2020-05-12T15:49:38.795-07:00 Los_Angeles,"","","","",POND2_FC206_MODE,✓,MSV1,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_FC206_MODE_TL,Los_Angeles,"","","","","","",2020-04-08T18:52:27.379Z UTC
@p:ubcv:r:23d4ebd9-667e490b Ponderosa North Unsorted Points DIST_HEX1_2_SWT_TOPUP_SP,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL139,✓,DIST_HEX1_2_SWT_TOPUP_SP,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:47:04-07:00 Los_Angeles,"","","",340187,2019-01-18T05:35:08-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:43.399-07:00 Los_Angeles,"","","","",DIST_HEX1_2_SWT_TOPUP_SP,✓,AV15,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",DIST_HEX1_2_SWT_TOPUP_SP_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.966Z UTC
